varName	description	ntotal	top_rhoAbs	top_pvalue	top_fdr	NA	gap_gm_beta	gap_gm_se	gap_gm_rho	gap_gm_pvalue	gap_gm_fdr	NA.1	gap_wm_beta	gap_wm_se	gap_wm_rho	gap_wm_pvalue	gap_wm_fdr	NA.2	gap_gwm_beta	gap_gwm_se	gap_gwm_rho	gap_gwm_pvalue	gap_gwm_fdr	NA.3	n	varType	resType	custom_category	Path
41200#N321	Operative procedures - main OPCS4: N32.1 Biopsy of lesion of penis	15549	0.0118281437153594	0.140232400425374	0.517918022168042		-0.0804852659016579	0.0546019530472431	-0.0118281437153594	0.140232400425374	0.517918022168042		0.0488296617043253	0.0534326048940089	0.00732828897612753	0.360836992097247	0.838371414506509		-0.0110852813318533	0.0566055298194369	-0.00157145968082394	0.844655725012846	0.971217024242559		15522/27(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20004#1369	Operation code: lumpectomy	15549	0.0118130076902509	0.140740661711568	0.518542423958619		-0.0586932095619026	0.0398561861494252	-0.0118130076902509	0.140740661711568	0.518542423958619		-0.0339049633073175	0.0398666182944425	-0.0068202223590245	0.39509328671197	0.866472759050352		-0.0508856552803831	0.0418817953283665	-0.00974638056832785	0.224247643128166	0.666240908589289		15498/51(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
41200#V485	Operative procedures - main OPCS4: V48.5 Radiofrequency controlled thermal denervation of spinal facet joint of lumbar vertebra	15549	0.0118106317440609	0.140820573408847	0.518542423958619		0.0957895306863301	0.0650996480139581	0.0118106317440609	0.140820573408847	0.518542423958619		0.0488046198146151	0.0647327212947624	0.00604652208272752	0.450885149933696	0.882226900543312		0.0758857390997636	0.0675934201060063	0.00900811676264344	0.261332979570343	0.699857638470578		15531/18(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#V485	Operative procedures - OPCS4: V48.5 Radiofrequency controlled thermal denervation of spinal facet joint of lumbar vertebra	15549	0.0118106317440609	0.140820573408847	0.518542423958619		0.0957895306863301	0.0650996480139581	0.0118106317440609	0.140820573408847	0.518542423958619		0.0488046198146151	0.0647327212947624	0.00604652208272752	0.450885149933696	0.882226900543312		0.0758857390997636	0.0675934201060063	0.00900811676264344	0.261332979570343	0.699857638470578		15531/18(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
104120	Green bean intake	2367	0.0302357209505337	0.141271116664243	0.519359344579459		-0.0288466023436717	0.0178973425142718	-0.0302357209505337	0.141271116664243	0.519359344579459		-0.0119064597276152	0.0189561405531758	-0.0123528693437002	0.547985520830131	0.923131155973285		-0.0230420209653548	0.019423662646251	-0.0229349767714538	0.26457180503793	0.701320762256409		2367	CAT-SIN	ORDERED-LOGISTIC	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday
41210#K402	Operative procedures - secondary OPCS4: K40.2 Saphenous vein graft replacement of two coronary arteries	15549	0.0117948063449016	0.141353729158773	0.519359344579459		0.0476448596084209	0.0324072407639321	0.0117932859827965	0.14140503151842	0.519359344579459		0.0443241203596281	0.031689852916984	0.0112171070933548	0.161896283495764	0.690677174751598		0.0492085640778052	0.0334646589376453	0.0117948063449016	0.141353729158773	0.557263833639036		15472/77(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#S359	Operative procedures - secondary OPCS4: S35.9 Unspecified split autograft of skin	15549	0.0117947153991276	0.141356797586554	0.519359344579459		0.0867213333341969	0.0590073558834692	0.0117947153991276	0.141356797586554	0.519359344579459		0.0462814591649559	0.0570614030352902	0.00650339511324737	0.417417391688877	0.873442705001958		0.0772776224008926	0.0606911150721619	0.0102179361902845	0.202622112620554	0.647941412447811		15526/23(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140873966	Treatment/medication code: trimethoprim	15549	0.0117887969136579	0.141556591962617	0.519359344579459		-0.128035420163316	0.0871848181831001	-0.0117887969136579	0.141556591962617	0.519359344579459		-0.0507238761978108	0.0860593434457555	-0.00472196339893719	0.556010948424585	0.925945419390882		-0.110872599946583	0.0917625474637778	-0.00970228126065123	0.226351346707224	0.668734433930944		15538/11(15549)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
4239	Number of times 'clear' was pressed (left)	5210	0.0203544135082281	0.141775665895146	0.519359344579459		0.0110809919737415	0.0070603502871296	0.0203544135082281	0.141775665895146	0.519359344579459		-0.00238282049016808	0.00723369326112582	-0.00435973185055453	0.753043003710467	0.963937814586393		0.00546248117003784	0.00757409071506778	0.00952380083751977	0.491874609253244	0.857342626190729		5210	INTEGER	ORDERED-LOGISTIC	Physical measures	UK Biobank Assessment Centre > Physical measures > Hearing test
41210#Z841	Operative procedures - secondary OPCS4: Z84.1 Sacroiliac joint	15549	0.0117822746251176	0.141777020514619	0.519359344579459		0.0875080445057005	0.0595874478597195	0.0117822746251176	0.141777020514619	0.519359344579459		0.0473962764607142	0.0591694312948019	0.00642300651459139	0.423197732812541	0.873442705001958		0.0720730773853581	0.0622866345017686	0.00928408972666705	0.247002467019605	0.69033086947038		15527/22(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z841	Operative procedures - OPCS4: Z84.1 Sacroiliac joint	15549	0.0117822746251176	0.141777020514619	0.519359344579459		0.0875080445057005	0.0595874478597195	0.0117822746251176	0.141777020514619	0.519359344579459		0.0473962764607142	0.0591694312948019	0.00642300651459139	0.423197732812541	0.873442705001958		0.0720730773853581	0.0622866345017686	0.00928408972666705	0.247002467019605	0.69033086947038		15527/22(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22616#0	Breathing problems during period of job: No	8483	0.0161814367583571	0.136123930748804	0.519866730881768		-0.0302471400023547	0.0206104055492603	-0.0159374092812936	0.142131434618627	0.519866730881768		-0.0274613359205997	0.0203950669803711	-0.0146223553204652	0.178060448984725	0.705700058093638		-0.031905774230921	0.0214131930666005	-0.0161814367583571	0.136123930748804	0.549940680225168		195/8288(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
20107#8	Illnesses of father: High blood pressure	13956	0.0124255765405198	0.1421286639755	0.519866730881768		0.00844338580207011	0.00575239463913391	0.0124255765405198	0.1421286639755	0.519866730881768		0.00354220661315313	0.00580912208715957	0.00516225105398877	0.541987931467307	0.919217336509764		0.00603873787078547	0.00606300627789512	0.00843188781146576	0.319216404871682	0.753173782399986		10761/3195(13956)	CAT-MUL	LOGISTIC-BINARY	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history
20108#2	Ingredients in canned soup: Meat	2375	0.030098087172887	0.14241791104867	0.519866730881768		0.104350124292108	0.0713687648507819	0.030098087172887	0.14241791104867	0.519866730881768		-0.0147211401529662	0.0735544649546354	-0.00410854002523515	0.841368870093677	0.979479289754086		0.0387161314108815	0.0758281062332308	0.010491153905993	0.609289154252732	0.904666625824611		2359/16(2375)	CAT-MUL	LOGISTIC-BINARY	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday
41210#Y411	Operative procedures - secondary OPCS4: Y41.1 Examination of organ under anaesthetic NOC	15549	0.0117626822706598	0.142440753096722	0.519866730881768		-0.120236029709703	0.08212635834319	-0.0117626822706598	0.142440753096722	0.519866730881768		-0.0369462502166153	0.0811321447388636	-0.00365155347328138	0.648888743740411	0.944531390848474		-0.0937380897120408	0.085552651770526	-0.00880083353655249	0.272467710947485	0.708037628155257		15537/12(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y411	Operative procedures - OPCS4: Y41.1 Examination of organ under anaesthetic NOC	15549	0.0117626822706598	0.142440753096722	0.519866730881768		-0.120236029709703	0.08212635834319	-0.0117626822706598	0.142440753096722	0.519866730881768		-0.0369462502166153	0.0811321447388636	-0.00365155347328138	0.648888743740411	0.944531390848474		-0.0937380897120408	0.085552651770526	-0.00880083353655249	0.272467710947485	0.708037628155257		15537/12(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22601#23223027	Job coding: social science researcher, anthropologist, sociologist, archaeologist, behavioural scientist, epidemiologist, government survey officer	8483	0.0159132288579923	0.142737624918173	0.520311237221145		-0.0763095227977615	0.0520961583674926	-0.0159132288579923	0.142737624918173	0.520311237221145		-0.0549474438421964	0.0516933559663875	-0.011544525150567	0.287676188756123	0.794345843126798		-0.0745448076888767	0.0544204110006268	-0.0148846129069972	0.170402770882391	0.600230116083241		8453/30(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
90019	Monday average acceleration	6720	0.0178484685451455	0.143425146701556	0.521580959480546		-0.00503670954897263	0.00344258182310411	-0.0178484685451455	0.143425146701556	0.521580959480546		-0.00212733131043947	0.00341715946999442	-0.00759614458588153	0.533531734794691	0.915868385535527		-0.00397907466234913	0.00357935022399229	-0.0135631351212088	0.266231453138268	0.703835182468637		6720	CONTINUOUS	LINEAR	Physical activity	Additional exposures > Physical activity measurement > Acceleration averages
22617#2127	Job code - historical: Production and process engineers	8483	0.0158752751990905	0.14369310069399	0.52174406114054		-0.0406052746690304	0.0277765920425686	-0.0158752751990905	0.14369310069399	0.52174406114054		-0.0107520432280248	0.0273739078492084	-0.00426573138598134	0.694434128041321	0.95228099111975		-0.028487657491826	0.0288338443029794	-0.0107305340353854	0.323026828334247	0.756225058385141		8376/107(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
20117-2	Alcohol drinker status	15548	0.0117196713793467	0.14391909235766	0.521798965624952		-999	-999	-0.0117196713793467	0.14391909235766	0.521798965624952		-999	-999	-0.00732860451006467	0.360831758950416	0.838371414506509		-999	-999	-0.0100528774495808	0.210026604260155	0.65051397395919		15051/15548	CAT-SIN	MULTINOMIAL-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol
20492	Longest period of mania or irritability	2439	0.0295674709351251	0.144217083656109	0.522496593714556		0.0152090205965851	0.00968977166753409	0.0295674709351251	0.144217083656109	0.522496593714556		0.00462893873590776	0.0102547268963417	0.00863738649282935	0.669809875950972	0.949461138421431		0.0111292529572596	0.0105805541351223	0.0201259032190093	0.320351305549905	0.753607180629488		2439	CAT-SIN	ORDERED-LOGISTIC	Mental health	Online follow-up > Mental health > Mania
20109#6	Ingredients in homemade soup: Other ingredients	2375	0.0299168281107339	0.144839313481816	0.524367053709954		-0.113609641754265	0.0780290343478214	-0.0299168281107339	0.144839313481816	0.524367053709954		-0.000480307232416898	0.0768846126158702	-0.000128370771183928	0.995010554836166	0.999150900065385		-0.0605759089986828	0.0809833100761134	-0.0153835005552059	0.453572745263961	0.83323367346375		2361/14(2375)	CAT-MUL	LOGISTIC-BINARY	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday
41200#S571	Operative procedures - main OPCS4: S57.1 Debridement of skin NEC	15549	0.0125379323300647	0.117947327177616	0.525401730154835		0.0481378685669253	0.0387605139650383	0.00996321806858503	0.214106898647606	0.611447076140905		0.0577061917953293	0.0385665918753906	0.0119988921068274	0.134596103269898	0.661796639658907		0.0631064835771401	0.0403684207255657	0.0125379323300647	0.117947327177616	0.525401730154835		15495/54(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
100015	Vitamin C	2376	0.0380564710829939	0.0635110635638663	0.526992451485694		0.00439802522192706	0.00585693848463289	0.0154150641839902	0.452551325191908	0.805342377748035		0.0111074999027299	0.00598619670979857	0.0380564710829939	0.0635110635638663	0.526992451485694		0.00919470832147021	0.00619769861593604	0.0304397462908295	0.137855353961371	0.550160066345529		2376	CONTINUOUS	LINEAR	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday
41272#X382	Operative procedures - OPCS4: X38.2 Injection of steroid for local action NEC	15549	0.0148793093086175	0.0635290085366375	0.526992451485694		-0.00273775941419051	0.0552424891524586	-0.000397587934865897	0.960461632536979	0.990069480552666		-0.103771228657559	0.0559081089443251	-0.0148793093086175	0.0635290085366375	0.526992451485694		-0.0646714668058299	0.0584268853819642	-0.00888058767074087	0.268145696573383	0.705500950996834		15522/27(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20004#1502	Operation code: cruciate ligament surgery	15549	0.0125060914424594	0.118883617410097	0.527199841005887		0.0433186665915654	0.0313525389319097	0.0110822130776874	0.167002555306836	0.558065932622236		0.0447792431954476	0.0317821744058861	0.0112990768273351	0.158851484219183	0.687566885644614		0.0514296888414719	0.0329818270321271	0.0125060914424594	0.118883617410097	0.527199841005887		15468/81(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
1980	Worrier / anxious feelings	15242	0.0117592254735975	0.146562395176981	0.52754428416561		0.00669012691987205	0.00460850903993308	0.0117592254735975	0.146562395176981	0.52754428416561		9.16416901291128e-05	0.00463185257387674	0.000160278112037109	0.984213769798168	0.998262203372989		0.00367036275802659	0.00484174306889957	0.00614093175895446	0.448382293022785	0.829470110336041		8424/6818(15242)	CAT-SIN	LOGISTIC-BINARY	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health
41210#Y828	Operative procedures - secondary OPCS4: Y82.8 Other specified local anaesthetic	15549	0.0116404338917408	0.146636168836141	0.52754428416561		-0.0601592494421584	0.0414616247183229	-0.0116404338917408	0.146636168836141	0.52754428416561		-0.0111895007122442	0.0409874480383828	-0.0021892164010294	0.784877188187898	0.9706468219297		-0.0363485924352916	0.0433072504446289	-0.00673429951108312	0.401075072000404	0.80426277606564		15502/47(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y828	Operative procedures - OPCS4: Y82.8 Other specified local anaesthetic	15549	0.0116404338917408	0.146636168836141	0.52754428416561		-0.0601592494421584	0.0414616247183229	-0.0116404338917408	0.146636168836141	0.52754428416561		-0.0111895007122442	0.0409874480383828	-0.0021892164010294	0.784877188187898	0.9706468219297		-0.0363485924352916	0.0433072504446289	-0.00673429951108312	0.401075072000404	0.80426277606564		15502/47(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41229#5E1	PCT responsible for patient data: STOCKTON-ON-TEES TEACHING PCT	15549	0.0116378294077712	0.146726568809521	0.52754428416561		-0.0336284645988297	0.0231799610011877	-0.0116378294077712	0.146726568809521	0.52754428416561		0.0313338616992254	0.022868645991964	0.010990836220881	0.170529666202461	0.695341675794287		0.000454087973932931	0.0240952812527045	0.000151184388627957	0.984960112315492	0.993745167181549		15390/159(15549)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
41210#Y218	Operative procedures - secondary OPCS4: Y21.8 Other specified cytology of organ NOC	15549	0.0116325372113739	0.14691038883991	0.52754428416561		-0.0620925935790948	0.0428263043888206	-0.0116325372113739	0.14691038883991	0.52754428416561		-0.0217769905829836	0.0422987395147011	-0.00412876804196063	0.606685373325884	0.935512117882353		-0.0473696531549213	0.044618809891997	-0.00851847818839679	0.28815069937847	0.728323703383068		15506/43(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y218	Operative procedures - OPCS4: Y21.8 Other specified cytology of organ NOC	15549	0.0116325372113739	0.14691038883991	0.52754428416561		-0.0620925935790948	0.0428263043888206	-0.0116325372113739	0.14691038883991	0.52754428416561		-0.0217769905829836	0.0422987395147011	-0.00412876804196063	0.606685373325884	0.935512117882353		-0.0473696531549213	0.044618809891997	-0.00851847818839679	0.28815069937847	0.728323703383068		15506/43(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#X599	Operative procedures - OPCS4: X59.9 Unspecified anaesthetic without surgery	15549	0.0116300720711002	0.146996073522808	0.52754428416561		0.105195688012295	0.0726370896905373	0.0116300720711002	0.146996073522808	0.52754428416561		-0.00403584480020669	0.0715607066934039	-0.000452016662637867	0.955054318285762	0.997447002868089		0.0599977539676664	0.0753996725751136	0.00639006740363376	0.425579685197758	0.813830704035434		15534/15(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20536-0	Weight change during worst episode of depression	4024	0.0228384262901546	0.147400840313965	0.527971686309238		-999	-999	-0.0228384262901546	0.147400840313965	0.527971686309238		-999	-999	-0.00211370448056863	0.893363170419407	0.98948286011148		-999	-999	-0.0114870195586563	0.466279348384346	0.844661967479549		2261/4024	CAT-SIN	MULTINOMIAL-LOGISTIC	Mental health	Online follow-up > Mental health > Depression
3088	Contra-indications for spirometry	15546	0.0116185761575511	0.14743521327124	0.527971686309238		0.0132519672800201	0.0087095288421475	0.0116185761575511	0.14743521327124	0.527971686309238		-0.00725606098762827	0.00861094633026999	-0.00638348885679468	0.426100981838304	0.87465415908616		0.00183881543123669	0.0091629940830156	0.00152809455721176	0.848904574579566	0.972834992600281		15546	CAT-SIN	ORDERED-LOGISTIC	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry
20003#1140864752	Treatment/medication code: lansoprazole	15549	0.0116089139275878	0.147733071798253	0.528285462817539		0.0209807777911003	0.0144949501589905	0.0116089139275878	0.147733071798253	0.528285462817539		0.0163927506407723	0.0144178914825744	0.00911875172274408	0.255520465112547	0.770750008651491		0.0198621887333032	0.0151249117937378	0.0105323394077829	0.18907343413512	0.628847060171175		15153/396(15549)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
41200#E369	Operative procedures - main OPCS4: E36.9 Unspecified diagnostic endoscopic examination of larynx	15549	0.0116088206649415	0.147736326639619	0.528285462817539		0.064657005414127	0.0446905796504295	0.0116088206649415	0.147736326639619	0.528285462817539		0.0142370640281394	0.0450495746847691	0.00253464754303434	0.751972026881432	0.963937814586393		0.0441966775601973	0.0468326604908037	0.0075715864052162	0.345113402459375	0.772601727397116		15510/39(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140865580	Treatment/medication code: asacol 400mg e/c tablet	15549	0.0115969393040064	0.148151431235642	0.528440365989887		0.0991641551294984	0.0686059908530583	0.0115969393040064	0.148151431235642	0.528440365989887		0.0303144519592326	0.0688775710411431	0.00352802187375091	0.660007108061855	0.947993949892062		0.071550632832927	0.0715742113422545	0.00801567802284654	0.317558425820385	0.752320081084292		15532/17(15549)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
2415	Had major operations	15473	0.0116243411274032	0.148187857039383	0.528440365989887		0.00667012470055048	0.00461321887931858	0.0116243411274032	0.148187857039383	0.528440365989887		0.00146166572099558	0.00464418550804206	0.00253049708786028	0.752951099837309	0.963937814586393		0.00408878491560755	0.00485374468466211	0.00677291220839391	0.399535610019155	0.803380918958288		6691/8782(15473)	CAT-SIN	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Operations
102820	Hard cheese intake	2375	0.0296685661232354	0.148206754494638	0.528440365989887		-0.0178676443200287	0.0116548304775442	-0.0296685661232354	0.148206754494638	0.528440365989887		-0.00925608235353279	0.011987107845979	-0.0151282122737687	0.461103057551055	0.886902072219266		-0.015193825667825	0.01247611912153	-0.0239052289022903	0.24408416979664	0.687911478544175		2375	CAT-SIN	ORDERED-LOGISTIC	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday
20086#8	Type of special diet followed: Gluten-free	2375	0.0319197018027625	0.119776719656907	0.529114974929424		0.0830975986081414	0.0577507888803884	0.0295846664936754	0.14935817740481	0.529114974929424		0.080197937325396	0.0596530703533633	0.0276151449104657	0.178385688558323	0.705700058093638		0.094331033938286	0.060749338938979	0.0319197018027625	0.119776719656907	0.529263379983958		2351/24(2375)	CAT-MUL	LOGISTIC-BINARY	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Typical diet yesterday
22671	Mean carotid IMT (intima-medial thickness) at 120 degrees	14645	0.0119224923043488	0.149070437602339	0.529114974929424		0.00315650097600737	0.00218779200189388	0.0119224923043488	0.149070437602339	0.529114974929424		-0.000787177132376951	0.00220773532512684	-0.00294670118174881	0.721408690715256	0.957258111556691		0.00120804995673116	0.00230445092807486	0.00433236240490683	0.600100096334278	0.90443794885554		14645	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Carotid ultrasound
41210#Y111	Operative procedures - secondary OPCS4: Y11.1 Cauterisation of organ NOC	15549	0.0115683077134978	0.149155405797624	0.529114974929424		-0.0835308660439526	0.0579450702367991	-0.0115683077134978	0.149155405797624	0.529114974929424		-0.0270570898469378	0.0577282436158074	-0.00375823507361046	0.639349388079873	0.942204610438782		-0.060284829613849	0.0606814572372849	-0.00797220647651697	0.320190269786934	0.753607180629488		15525/24(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y111	Operative procedures - OPCS4: Y11.1 Cauterisation of organ NOC	15549	0.0115683077134978	0.149155405797624	0.529114974929424		-0.0835308660439526	0.0579450702367991	-0.0115683077134978	0.149155405797624	0.529114974929424		-0.0270570898469378	0.0577282436158074	-0.00375823507361046	0.639349388079873	0.942204610438782		-0.060284829613849	0.0606814572372849	-0.00797220647651697	0.320190269786934	0.753607180629488		15525/24(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
24507	Natural environment percentage, buffer 300m	15386	0.0116264432195018	0.149259658690257	0.529114974929424		-0.00325791627318542	0.00225913139770533	-0.0116264432195018	0.149259658690257	0.529114974929424		-0.00214824797295101	0.00227482025212649	-0.007613965851801	0.344962870099842	0.834604103106181		-0.00308621848206588	0.00237622314836929	-0.0104711941098857	0.193999869032042	0.636362291929583		15386	CONTINUOUS	LINEAR	Local environment	Additional exposures > Local environment > Greenspace and coastal proximity
41272#H541	Operative procedures - OPCS4: H54.1 Anorectal stretch	15549	0.0115328791580183	0.15040489487331	0.529895466592342		0.115630175903062	0.0805634382157786	0.0115328791580183	0.15040489487331	0.529895466592342		0.00396901250527602	0.0813540812677752	0.000391198511786764	0.961096524713041	0.997447002868089		0.0637022213422313	0.0842739318249327	0.00606973637420223	0.449148804272901	0.83001234933452		15537/12(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
100900	Intake of sugar added to cereal	2375	0.0294931821387601	0.150621448377786	0.529895466592342		-0.0235755779505159	0.0154007152974525	-0.0294931821387601	0.150621448377786	0.529895466592342		-0.0136496492639971	0.0158761610114972	-0.0167915252295558	0.413306695690036	0.87266097989764		-0.0211708376165034	0.0165699412064478	-0.0250294243149312	0.222596955999478	0.665236917416314		2375	CAT-SIN	ORDERED-LOGISTIC	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Cereal yesterday
20262	Myopia diagnosis	3545	0.0241389178567686	0.150649206202349	0.529895466592342		-0.0144778806476155	0.00944446620437345	-0.0241389178567686	0.150649206202349	0.529895466592342		-0.00422164394212193	0.00972508768267355	-0.00695567556628897	0.678849630749389	0.950665503480533		-0.0112704448285881	0.0101584427036332	-0.0177777953852298	0.289892789688394	0.730834302920402		3545	CAT-SIN	ORDERED-LOGISTIC	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Visual acuity
20004#1563	Operation code: inguinal hernia repair	15549	0.0139838644786699	0.0811965624217485	0.530635663868159		0.0152949302101228	0.0150162310003842	0.00816941507819249	0.308364963768048	0.699725130607784		0.0260659881654297	0.0149488868116302	0.0139838644786699	0.0811965624217485	0.581275658321335		0.0243177861659396	0.0156636421401412	0.0124512984293173	0.12050844684857	0.530635663868159		15191/358(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
20418	Impact on normal roles during worst period of anxiety	2654	0.0335592742669525	0.0837741698153096	0.530635663868159		-0.00883995686932603	0.00955617752102935	-0.0170300289290318	0.380414751616362	0.760061609103502		-0.0177518980869087	0.00989347621029873	-0.0335592742669525	0.0837741698153096	0.584764973788388		-0.0166541903853366	0.010345136248803	-0.0301276657155671	0.120612876923459	0.530635663868159		2654	CAT-SIN	ORDERED-LOGISTIC	Mental health	Online follow-up > Mental health > Anxiety
22608#0	Workplace very hot: Rarely/never	8479	0.0168511287194744	0.120730603660446	0.530635663868159		-0.00902100602309463	0.0072817240973879	-0.0134558555896775	0.215345051139679	0.611660631371304		-0.0108198980877014	0.00722238149642453	-0.0162710342073049	0.134059833602663	0.661796639658907		-0.0117681625507488	0.00758486944646815	-0.0168511287194744	0.120730603660446	0.530635663868159		2013/6466(8479)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
93	Systolic blood pressure, manual reading	1372	0.0387634976277067	0.151044369687923	0.530744929441339		0.0105777593424615	0.00736928868122554	0.0387634976277067	0.151044369687923	0.530744929441339		0.00340848058532802	0.0075193442140285	0.0122539841357989	0.650118888281363	0.945471166060671		0.00805509268535617	0.00783234468507986	0.0277889532070797	0.303496545166223	0.739903646319033		1372	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure
6017	Able to walk or cycle unaided for 10 minutes	2529	0.0285473290573619	0.151105194096352	0.530744929441339		-0.0724520487908248	0.0506279082170554	-0.0285473290573619	0.151105194096352	0.530744929441339		-0.0212388854907443	0.0475801709844453	-0.00862862636519166	0.664454786866658	0.948755551126108		-0.0406650508229146	0.0515256004659388	-0.0153653885785769	0.439819448415293	0.825707341125855		2529	CAT-SIN	ORDERED-LOGISTIC	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG during exercise
5663	Length of longest manic/irritable episode	752	0.0620250302638657	0.0887736915541502	0.530965685048043		0.0281398847864293	0.0267600115928598	0.0384188015986535	0.29237786186028	0.684797935800533		0.0449495298936159	0.0264496342733247	0.0620250302638657	0.0887736915541502	0.598557220029277		0.0435641706853854	0.0281839140040256	0.0564282505795276	0.121666244211501	0.530965685048043		598/154(752)	CAT-SIN	LOGISTIC-BINARY	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health
20003#1141146428	Treatment/medication code: fexofenadine	15549	0.012427377171889	0.121223234194017	0.530965685048043		-0.0566055932667752	0.0484823160289044	-0.00936780613528705	0.242766184479907	0.644527172779175		-0.0667974168999953	0.0487036443312486	-0.010997365893098	0.170275786717077	0.695341675794287		-0.0792560983653606	0.0511738985181064	-0.012427377171889	0.121223234194017	0.530965685048043		15515/34(15549)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
