varName	description	top_deltaP	top_rhoAbs	top_pvalue	top_fdr	NA	a_gap_gm_beta	a_gap_gm_se	a_gap_gm_rho	a_gap_gm_pvalue	a_gap_gm_fdr	NA.1	b_gap_gm_beta	b_gap_gm_se	b_gap_gm_rho	b_gap_gm_pvalue	b_gap_gm_fdr	NA.2	gap_gm_deltaP	NA.3	a_gap_wm_beta	a_gap_wm_se	a_gap_wm_rho	a_gap_wm_pvalue	a_gap_wm_fdr	NA.4	b_gap_wm_beta	b_gap_wm_se	b_gap_wm_rho	b_gap_wm_pvalue	b_gap_wm_fdr	NA.5	gap_wm_deltaP	NA.6	a_gap_gwm_beta	a_gap_gwm_se	a_gap_gwm_rho	a_gap_gwm_pvalue	a_gap_gwm_fdr	NA.7	b_gap_gwm_beta	b_gap_gwm_se	b_gap_gwm_rho	b_gap_gwm_pvalue	b_gap_gwm_fdr	NA.8	gap_gwm_deltaP	NA.9	a_n	b_n	a_varType	a_resType	custom_category	Path
22601#91493355	Job coding: other work handling or storing goods including: store keeper, warehouseman, order assembler, goods despatcher	0.636374003725893	0.0209537721819385	0.0535937325415419	0.329894754164292		0.0551597579076864	0.0285856352660076	0.0209537721819385	0.0535937325415419	0.329894754164292		0.0830424896460182	0.0515860853826482	0.016332711073234	0.107478841089338	0.482699567403832		0.636374003725893		0.0232312128544949	0.0286215287507309	0.00881469833950282	0.416907676879939	0.873442705001958		0.0249153280810665	0.0525409853524466	0.0048115513569553	0.635405391129483	0.919744626244302		0.977544209482993		0.0451228239626186	0.0299029447998219	0.0163875979115755	0.131202976244388	0.546377310347227		0.0577250266585635	0.0541756890342382	0.0108111490685998	0.28670143721707	0.710210737227929		0.838623899061958		8384/99(8483)	9679/33(9712)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
41210#Z279	Operative procedures - secondary OPCS4: Z27.9 Upper digestive tract NEC	0.0686743844858984	0.0182767802234972	0.0226510942280147	0.330082550985009		0.0288813721083001	0.0490630356670086	0.00472361702354907	0.555872619635355	0.865098614646343		-0.0216833072567118	0.0512894985637194	-0.00323423634075589	0.672506247263915	0.911418446329993		0.476213928123653		0.110728587822586	0.0485940401113305	0.0182767802234972	0.0226510942280147	0.330082550985009		-0.0196246228353315	0.0525860225625568	-0.00285501570958201	0.709039246503066	0.933434252241456		0.0686743844858984		0.0861232387352092	0.0509933786466559	0.0135505670201054	0.0910771421503871	0.468545505719611		-0.0267251662351806	0.0545260692969011	-0.00375039397377724	0.624011549055098	0.895977841621485		0.130637621467365		15517/32(15549)	17052/32(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z279	Operative procedures - OPCS4: Z27.9 Upper digestive tract NEC	0.0686743844858984	0.0182767802234972	0.0226510942280147	0.330082550985009		0.0288813721083001	0.0490630356670086	0.00472361702354907	0.555872619635355	0.865098614646343		-0.0216833072567118	0.0512894985637194	-0.00323423634075589	0.672506247263915	0.911418446329993		0.476213928123653		0.110728587822586	0.0485940401113305	0.0182767802234972	0.0226510942280147	0.330082550985009		-0.0196246228353315	0.0525860225625568	-0.00285501570958201	0.709039246503066	0.933434252241456		0.0686743844858984		0.0861232387352092	0.0509933786466559	0.0135505670201054	0.0910771421503871	0.468545505719611		-0.0267251662351806	0.0545260692969011	-0.00375039397377724	0.624011549055098	0.895977841621485		0.130637621467365		15517/32(15549)	17052/32(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41229#5LH	PCT responsible for patient data: TAMESIDE AND GLOSSOP PCT	0.86433305360026	0.0163404959095356	0.0415769980223838	0.330974295831687		0.0326158389397582	0.0246145355177832	0.0106283626145967	0.185071673861242	0.583760174594829		0.0385572289862338	0.024562216526414	0.0120104181754252	0.116449460327125	0.504866587949526		0.86433305360026		0.0501599371009466	0.0246183799935741	0.0163404959095356	0.0415769980223838	0.454544046410737		0.0495064132476837	0.0248574098289216	0.0152373390325892	0.0464014721471878	0.39686643725888		0.985096322585337		0.047756002918826	0.0257917698042615	0.0148511174733814	0.0640323454815865	0.422502141515016		0.0510851600300507	0.0258046774051089	0.0151462193072645	0.0477249299094003	0.330974295831687		0.927294513355722		15415/134(15549)	16938/146(17084)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
41200#F094	Operative procedures - main OPCS4: F09.4 Surgical removal of tooth NEC	0.0467905949770834	0.0151510209309269	0.0476544059227984	0.330974295831687		-0.0323468380215165	0.0431318026719549	-0.00601567421491271	0.45319832734457	0.805342377748035		0.0719693708244334	0.0405188001640709	0.0135878438137122	0.0757214328549412	0.412292451573678		0.0779459408718196		-0.0317043058355526	0.0433484314884684	-0.00586474341381694	0.464612166204303	0.888847939182306		0.0753174953096085	0.0407687458890937	0.0141320741669884	0.0647152516041219	0.46399169467401		0.0721056855431669		-0.0398267965815917	0.045516829209381	-0.00701882147207865	0.381475087086385	0.792624607520814		0.0835825882114211	0.0422025115385175	0.0151510209309269	0.0476544059227984	0.330974295831687		0.0467905949770834		15505/44(15549)	17032/52(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
24012	Inverse distance to the nearest major road	0.274839532606148	0.015547732399982	0.0538440347557411	0.331023761498339		0.0043857417598531	0.00227466169608693	0.015547732399982	0.0538440347557411	0.331023761498339		0.00352693675530895	0.00227701704849455	0.0119131864878747	0.121390946888074	0.516408370293442		0.789598518267139		0.000716858241967083	0.00228641050040246	0.00252869569386798	0.753863544747442	0.963937814586393		0.00426207047324323	0.00230490244356367	0.0142214858074954	0.0644369867914261	0.46399169467401		0.274839532606148		0.00285380991169082	0.00238997042294484	0.00962990226672736	0.232429302098319	0.672120861366405		0.00447253600495527	0.00239615295296883	0.0143553886823015	0.061963267807827	0.379969079264177		0.632433771037478		15377	16905	CONTINUOUS	LINEAR	Local environment	Additional exposures > Local environment > Residential air pollution
20003#1140876592	Treatment/medication code: multivitamin+mineral preparations	0.284447056985585	0.0161511043504691	0.0347556023795336	0.331558453371427		0.0352806724212065	0.0183169742191071	0.0154472895492206	0.0540649973470887	0.331558453371427		0.00964403747822305	0.0154315997090251	0.00478177525347768	0.531986673935879	0.856002808280774		0.284447056985585		0.0275475421193997	0.0184319157745629	0.0119861293654065	0.135011244214686	0.661796639658907		0.0328127468787758	0.0155427541111157	0.0161511043504691	0.0347556023795336	0.346527311296115		0.827134030943581		0.0360397064640492	0.0192488175224323	0.0150156935715154	0.0611399435439645	0.411116277987881		0.0250717420296818	0.0161785999831377	0.0118565420594369	0.121204712525628	0.532402922427388		0.66269809855219		15309/240(15549)	16707/377(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
41210#Z986	Operative procedures - secondary OPCS4: Z98.6 Short saphenous vein	0.0328851140134578	0.0159423201268043	0.0371696108173132	0.33170969242244		0.0969161010506391	0.0754091981911816	0.0103194264712333	0.19817337292727	0.594260891011898		-0.0960666996313366	0.0668674776800469	-0.0109894826924641	0.150890963099923	0.563318176521255		0.0555207071409282		0.0564117132053866	0.0740788289891803	0.00610628882672891	0.4464225148917	0.881516227773189		-0.141827934585359	0.0680426061982632	-0.0159423201268043	0.0371696108173132	0.356100654628923		0.0487405158773005		0.0840842706664664	0.0776894016918741	0.00868359596040156	0.278907129284197	0.715558000428974		-0.140590946115499	0.0710940659263105	-0.0151243356013163	0.0480474592688282	0.33170969242244		0.0328851140134578		15535/14(15549)	17064/20(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z986	Operative procedures - OPCS4: Z98.6 Short saphenous vein	0.0328851140134578	0.0159423201268043	0.0371696108173132	0.33170969242244		0.0969161010506391	0.0754091981911816	0.0103194264712333	0.19817337292727	0.594260891011898		-0.0960666996313366	0.0668674776800469	-0.0109894826924641	0.150890963099923	0.563318176521255		0.0555207071409282		0.0564117132053866	0.0740788289891803	0.00610628882672891	0.4464225148917	0.881516227773189		-0.141827934585359	0.0680426061982632	-0.0159423201268043	0.0371696108173132	0.356100654628923		0.0487405158773005		0.0840842706664664	0.0776894016918741	0.00868359596040156	0.278907129284197	0.715558000428974		-0.140590946115499	0.0710940659263105	-0.0151243356013163	0.0480474592688282	0.33170969242244		0.0328851140134578		15535/14(15549)	17064/20(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20448	Professional informed about depression	0.308909544222432	0.0221379576751571	0.0490224713363336	0.332834812741066		0.00299234736304614	0.00818797241858821	0.0052372622106853	0.714718133294623	0.919556621632661		0.0140432538728632	0.00713526615448779	0.0221379576751571	0.0490224713363336	0.332834812741066		0.308909544222432		0.00365964795400916	0.0081523928089306	0.00643316680415147	0.65343424978368	0.947290446920053		0.00932742728024077	0.00726319588013499	0.0144469380616151	0.199013044850554	0.669908712162237		0.603694759094583		0.00374590450264536	0.0085382369038093	0.00628719146538359	0.660800810971727	0.924365448026701		0.0136044837314516	0.00751587598327583	0.0203609971639372	0.0702447249152692	0.400343729789057		0.386111461372629		2090/2783(4873)	2515/5389(7904)	CAT-SIN	LOGISTIC-BINARY	Mental health	Online follow-up > Mental health > Depression
1717	Skin colour	0.582480662610221	0.0150787680281627	0.0492158510767942	0.332834812741066		0.00658359104110121	0.00479710721462054	0.0103571576489244	0.198725385340828	0.594260891011898		0.00965385749310175	0.00451027250978862	0.0150787680281627	0.0492158510767942	0.332834812741066		0.641006865066436		0.000698818354049676	0.00492839948435808	0.00110608686879267	0.890837911429325	0.988957983313626		0.00412167504294192	0.00465602705351608	0.00636833242524004	0.406232891254036	0.832270610603758		0.6136642566309		0.00390410572347632	0.00514311086338549	0.00583604827466165	0.468971923387741	0.846773385215543		0.00778980460072804	0.00484809525890653	0.0115719838433009	0.131232831444099	0.549486399086012		0.582480662610221		15398	17010	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure
1578	Average weekly champagne plus white wine intake	0.234747590992897	0.0177661732254792	0.0494259671569712	0.332834812741066		0.00213890743702477	0.00441085008169713	0.00402113561414466	0.646275844137292	0.894986291420683		0.00974611795497884	0.00464032215957166	0.0177661732254792	0.0494259671569712	0.332834812741066		0.234747590992897		0.00705073767720404	0.00451428644576735	0.0131407089056174	0.133640731665489	0.661796639658907		0.00527408180903682	0.00480228683862503	0.0094446391557196	0.296283022578767	0.761333291139093		0.787499132798731		0.00524745107438464	0.0047186452174878	0.00935646511543327	0.285559228785151	0.724487378896355		0.00852203317408391	0.00498953069744897	0.0147063554637794	0.103862698108732	0.494042085388862		0.633482653795445		13028	12230	INTEGER	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol
41200#F382	Operative procedures - main OPCS4: F38.2 Excision of lesion of mouth NEC	0.0462203757893474	0.0150264216864184	0.0495130580562425	0.332834812741066		0.00111208233288462	0.0599341134741022	0.000148886902496892	0.985188640766804	0.994026214710482		-0.0857063993611355	0.0436360491911123	-0.0150264216864184	0.0495130580562425	0.332834812741066		0.241572853853055		0.0850588887472771	0.0590481750523937	0.0115508151656011	0.149771336809745	0.679179909505498		-0.0614539039351979	0.0437669048506566	-0.010739840921481	0.160390913848969	0.618948884462724		0.0462203757893474		0.057423027133544	0.0622664818775612	0.00739865186197506	0.356244126334043	0.778733295595044		-0.0860824057428666	0.0459103743733708	-0.0143421185594981	0.0608366459291962	0.376540619784405		0.0635981749302997		15527/22(15549)	17036/48(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Z711	Operative procedures - secondary OPCS4: Z71.1 Olecranon process of ulna	0.287401182129558	0.0153790757258331	0.0444043009677095	0.332859160040585		-0.00857978112883461	0.0682690248754735	-0.0010080265866161	0.899978513729265	0.97826359911977		0.0851339960672589	0.0556705187041569	0.0116969821801946	0.126294632017695	0.5231917991763		0.287401182129558		0.0618801440450194	0.0684330375195017	0.00725157247030084	0.36588670317006	0.841709566858644		0.112042588547139	0.0557132743189219	0.0153790757258331	0.0444043009677095	0.388501236499452		0.569729490161451		0.0386520596744078	0.0715664820195986	0.00433202419329645	0.589090274332516	0.902435512054251		0.11354498937716	0.0575938091896524	0.0150797947693844	0.0487095754153451	0.332859160040585		0.414919066155205		15531/18(15549)	17057/27(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z711	Operative procedures - OPCS4: Z71.1 Olecranon process of ulna	0.287401182129558	0.0153790757258331	0.0444043009677095	0.332859160040585		-0.00857978112883461	0.0682690248754735	-0.0010080265866161	0.899978513729265	0.97826359911977		0.0851339960672589	0.0556705187041569	0.0116969821801946	0.126294632017695	0.5231917991763		0.287401182129558		0.0618801440450194	0.0684330375195017	0.00725157247030084	0.36588670317006	0.841709566858644		0.112042588547139	0.0557132743189219	0.0153790757258331	0.0444043009677095	0.388501236499452		0.569729490161451		0.0386520596744078	0.0715664820195986	0.00433202419329645	0.589090274332516	0.902435512054251		0.11354498937716	0.0575938091896524	0.0150797947693844	0.0487095754153451	0.332859160040585		0.414919066155205		15531/18(15549)	17057/27(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
2634	Duration of heavy DIY	0.479348386629124	0.0249299400073434	0.0488294823659686	0.33325185087874		0.00952698763709589	0.0049393992022439	0.0190900196599405	0.0683633504083694	0.378445437551477		0.0124823579846781	0.00628444274884755	0.0235482852837871	0.0627681106071153	0.378096395383944		0.711580904469677		0.00569693202673568	0.00503416396107496	0.0113388156432984	0.279058571053451	0.790881031585503		0.0114557601965236	0.00639840654779159	0.0214568201529329	0.0899845656222624	0.514734862514485		0.479348386629124		0.00932007335453326	0.00527909117491455	0.0177274808211115	0.0905555396887383	0.467319463941153		0.0138455972332385	0.00669167166630868	0.0249299400073434	0.0488294823659686	0.33325185087874		0.595448703600058		9114	6243	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity
41246#1130	Treatment speciality of consultant (recoded): Breast surgery	0.585644780443433	0.0153815925041249	0.0490133198044512	0.333443750415754		-0.00839901193813017	0.0538630778915014	-0.00126734333872384	0.876027542831378	0.973434525574007		0.0216973046458136	0.0121051927911834	0.01400693984699	0.0730502012660878	0.40569086800948		0.585644780443433		0.0247237301366446	0.0533339256961162	0.00376560122034395	0.642977732422557	0.942835423324566		0.0230429781650335	0.0122733572569753	0.0146715005206764	0.0604385121615928	0.451765181241486		0.975499968069227		0.0133906725547691	0.0561049852037928	0.00193982434969947	0.811269959862123	0.962592910898501		0.0250467133957289	0.0127247083620539	0.0153815925041249	0.0490133198044512	0.333443750415754		0.839441082269989		15128/27(15155)	15761/615(16376)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
22613#1	Worked with paints, thinners or glues	0.0883329744708587	0.0201998197320077	0.0490450335537506	0.333443750415754		0.000697668339986569	0.00735752022486314	0.00103776572139873	0.924445860405048	0.985027927439505		0.0200006046827788	0.010578293343124	0.0194069619202719	0.058635428684795	0.367821510518315		0.134120845652557		-0.00195497791780096	0.00728813047242598	-0.00293566065805714	0.78848918752589	0.971478603241747		0.0170390682055703	0.0107282911042913	0.0163030226485031	0.11219667571172	0.564707678671101		0.143059006963364		-0.00111751705952526	0.00765458574566785	-0.00159776913844422	0.883913169435538	0.982368352916343		0.0219038998181079	0.0111300593755282	0.0201998197320077	0.0490450335537506	0.333443750415754		0.0883329744708587		6391/1962(8353)	8628/864(9492)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
20474	Ever believed in un-real communications or signs	0.162449151196185	0.018771988828257	0.0545287409671562	0.333662852377149		0.0670524712641228	0.034884237189502	0.018771988828257	0.0545287409671562	0.333662852377149		0.00109634742014729	0.0318198901522779	0.000311366789074451	0.972517726476494	0.994568344532		0.162449151196185		0.0100964363334591	0.0356455641197307	0.00276613940233863	0.776979836957296	0.96838283039242		-0.00191099262082782	0.0323968704130823	-0.000533092025181551	0.952965477966657	0.991652109997152		0.803142736219322		0.0435802971078875	0.0368965904135503	0.0115353267840214	0.237479763784714	0.681326000562637		-0.000621161316049487	0.0335661928772077	-0.000167234698990636	0.985237229564792	0.996108372519722		0.375536694872459		10422/66(10488)	12157/87(12244)	CAT-SIN	LOGISTIC-BINARY	Mental health	Online follow-up > Mental health > Unusual and psychotic experiences
5529	Surgery on leg arteries (other than for varicose veins)	0.161002892649898	0.0717622222860067	0.0545429879921425	0.333662852377149		0.148717244002308	0.0778587720379772	0.0717622222860067	0.0545429879921425	0.333662852377149		-0.0177725549659712	0.0896987661194816	-0.00676550116433218	0.842095489994198	0.957274631490949		0.161002892649898		0.070586449865021	0.0778067779958067	0.0341027497933339	0.361883289849363	0.838371414506509		-0.0588457211465938	0.0928560334461481	-0.0215194777544524	0.526221237660096	0.873566646471566		0.28533737917643		0.128884257272989	0.0810722980338728	0.0597710197430394	0.109601074217607	0.505099563570762		-0.0357778837034222	0.0953981908028754	-0.0127493648149078	0.707337853926775	0.924421824708156		0.1884238554577		702/14(716)	858/11(869)	CAT-SIN	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease
40011#8140	Histology of cancer tumour: Adenocarcinoma, NOS	0.0390029175487185	0.0153931789843558	0.0549127261570162	0.335096278361373		-0.0240188909803207	0.0125141969422363	-0.0153931789843558	0.0549127261570162	0.335096278361373		0.0415559923285477	0.0336493361476832	0.00944837024301585	0.216853057287896	0.658353677717059		0.0677679491751456		-0.00919651563046779	0.0122869517683316	-0.00600330127984611	0.454128010485064	0.882808526590509		0.0613269233962477	0.0338142028860681	0.0138745707833173	0.0697462700284019	0.485001192432652		0.0499703292828329		-0.0178279231103614	0.0129673830081081	-0.0110268289390042	0.169133758029605	0.597889331369773		0.0593845034426954	0.0350867165026752	0.0129486479256728	0.0905495549416202	0.454174759829435		0.0390029175487185		15015/534(15549)	17009/75(17084)	CAT-MUL	LOGISTIC-BINARY	Cancer register	Health-related outcomes > Cancer register
41210#Y767	Operative procedures - secondary OPCS4: Y76.7 Arthroscopic approach to joint	0.337687870087092	0.0153707739578169	0.0552669664529742	0.336428311163308		-0.0298771202012389	0.0155885560657725	-0.0153707739578169	0.0552669664529742	0.336428311163308		-0.00878137775606954	0.0155290722338914	-0.00432671351377436	0.571734649813293	0.870821394854148		0.337687870087092		-0.0223816752348655	0.0157024259309548	-0.0114312309850221	0.154034096144564	0.682466196794492		-0.0053789928415292	0.0157776507094742	-0.00260852319024478	0.733156090578321	0.9379785485417		0.444969911261404		-0.0302296088592379	0.0164383736295482	-0.0147482294906471	0.0658973164077519	0.427620645933615		-0.00809033404963634	0.0163900665724088	-0.00377679266620331	0.621572283141636	0.895977841621485		0.34021785464003		15209/340(15549)	16712/372(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y767	Operative procedures - OPCS4: Y76.7 Arthroscopic approach to joint	0.337687870087092	0.0153707739578169	0.0552669664529742	0.336428311163308		-0.0298771202012389	0.0155885560657725	-0.0153707739578169	0.0552669664529742	0.336428311163308		-0.00878137775606954	0.0155290722338914	-0.00432671351377436	0.571734649813293	0.870821394854148		0.337687870087092		-0.0223816752348655	0.0157024259309548	-0.0114312309850221	0.154034096144564	0.682466196794492		-0.0053789928415292	0.0157776507094742	-0.00260852319024478	0.733156090578321	0.9379785485417		0.444969911261404		-0.0302296088592379	0.0164383736295482	-0.0147482294906471	0.0658973164077519	0.427620645933615		-0.00809033404963634	0.0163900665724088	-0.00377679266620331	0.621572283141636	0.895977841621485		0.34021785464003		15209/340(15549)	16712/372(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
21032	Frequency of harder stools when abdominal discomfort/pain started	0.334868371777217	0.0214688336408776	0.0506319381080195	0.336935977160224		0.00312278869030257	0.00732125687023335	0.00566591667445291	0.685571726666149	0.913085800841892		0.0120691698639861	0.00569765034225298	0.0214688336408776	0.0506319381080195	0.336935977160224		0.334868371777217		-0.00384245205481933	0.00756170801337272	-0.0068461631770209	0.624691034224492	0.939076788601741		0.000662438433596022	0.00592609026089111	0.0011570639983461	0.916123225562229	0.981540458874859		0.639135002616714		-0.000889585130445232	0.00788666147580023	-0.00152139800105364	0.913429680022615	0.987905134357491		0.00637824629075845	0.00614148088066368	0.0107629966613524	0.327221405498555	0.737180515468885		0.467174403541682		5108	8287	CAT-SIN	ORDERED-LOGISTIC	Digestive health	Online follow-up > Digestive health
2267	Use of sun/uv protection	0.774203594348167	0.0150564109655005	0.0498758507137198	0.338230514941706		-0.00733718832047774	0.00394666771023256	-0.0140647387283512	0.0804548998728531	0.401421811580904		-0.00803714440130423	0.00390902148399206	-0.0146264705786548	0.0567778212125883	0.359885073410432		0.899725961555541		-0.0058864114293432	0.00403861747475935	-0.0112005335669127	0.163915976197247	0.690769624663062		-0.00702960975327412	0.00403458282180551	-0.0126350047450811	0.0998471356250953	0.535254366825034		0.841278476299699		-0.00700080822437285	0.00422063817259267	-0.0127582821227999	0.112818632146821	0.51176847891349		-0.00870910937417713	0.0042006150062086	-0.0150564109655005	0.0498758507137198	0.338230514941706		0.774203594348167		15446	16962	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure
22501	Year ended full time education	0.236581686365804	0.0215802230201439	0.0321014845736744	0.338588188082412		-0.000512737496594411	0.00136440277337945	-0.00403585608196656	0.70703852313156	0.916390430049675		0.00108726168513276	0.00124622559794492	0.00878739574087389	0.382929177265033	0.771980392942171		0.38656966104142		0.000517566157302302	0.00135205092145047	0.00411107886888703	0.701837220836455	0.95228099111975		0.00270774591576132	0.00126342114303186	0.0215802230201439	0.0321014845736744	0.338588188082412		0.236581686365804		-7.48852632455843e-05	0.00142057592613462	-0.000566135382205974	0.957954558486948	0.991526614144156		0.0021903732751555	0.00131381150799796	0.0167896307199204	0.0954677216852138	0.467441495994483		0.241723381777348		8674	9860	INTEGER	LINEAR	Work environment	Online follow-up > Work environment
5699-95	FI10 : arithmetic sequence recognition	1	0.0581669710977424	0.0511831886354641	0.338922315007635		-999	-999	-0.0425104912687252	0.127493585092393	0.49526354208968		-999	-999	-0.0581669710977424	0.0511831886354641	0.338922315007635		1		-999	-999	-0.0321218205655354	0.249664280727376	0.767619250787473		-999	-999	-0.0291577155738089	0.328956014641386	0.77889895747164		1		-999	-999	-0.0352601067708816	0.206313583052053	0.649278399856217		-999	-999	-0.0482960731035884	0.105622934912628	0.498294512821293		1		1154/1285	941/1122	CAT-SIN	MULTINOMIAL-LOGISTIC	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning
22038	MET minutes per week for moderate activity	0.109889670125031	0.017978021853144	0.0321998999121463	0.338956342862179		-0.00233580654691681	0.00238499789121042	-0.00831907070752159	0.327369724276718	0.714038239508805		0.00280154947334153	0.00246855160466685	0.00952718771023907	0.256397471633815	0.692101649487651		0.134474838140474		8.45983058391677e-05	0.00238923513935262	0.000300781577547475	0.971752359609691	0.997447002868089		0.00535956904959123	0.00250219331930047	0.017978021853144	0.0321998999121463	0.338956342862179		0.127334664423427		-0.000919288262779482	0.00250220468137998	-0.00312085937406181	0.713308823736707	0.93962346783949		0.00484977447088136	0.00260021413388583	0.0156556382472652	0.0621595152495487	0.380441895512433		0.109889670125031		13862	14192	CONTINUOUS	LINEAR	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores
41200#K633	Operative procedures - main OPCS4: K63.3 Angiocardiography of left side of heart NEC	0.196321989063112	0.0153396889098439	0.0557615964544514	0.339022286060295		0.0323856134708191	0.0169323011981923	0.0153396889098439	0.0557615964544514	0.339022286060295		-0.00840275014194413	0.0266421045003428	-0.00241320039359047	0.752456686729135	0.932403375220198		0.196321989063112		-0.00491529334425372	0.0167405617035969	-0.0023549684636852	0.769035908830701	0.967129629996157		-0.0123793485898854	0.0266579919932576	-0.00355289165173966	0.642390409384302	0.920515553334085		0.812566724232397		0.0122921670467509	0.0175820832801265	0.00560764179638232	0.484418024537059	0.854812473580282		-0.0127950614651164	0.0278263788805815	-0.00351815173016698	0.645646372524553	0.902477409422323		0.445959594863447		15267/282(15549)	16959/125(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22617#3411	Job code - historical: Artists	0.483679585318834	0.0202210831979487	0.0462636881637614	0.339214408849156		-0.124236399312352	0.073252135743133	-0.0184640892719551	0.0890009874385417	0.423486241020575		-0.103649015381199	0.0665916693318995	-0.0157908826141375	0.119656485163233	0.514176055810124		0.835259789418584		-0.0656986948112052	0.0741320947066152	-0.00962323209572741	0.37547364138601	0.848501849871856		-0.136333729214051	0.0683751588373524	-0.0202210831979487	0.0462636881637614	0.396332628902423		0.483679585318834		-0.113775199555415	0.0781792884734907	-0.0158272366670759	0.144909482678729	0.562122672712331		-0.140016795693838	0.0714783087398647	-0.0198624147748174	0.0502751728311191	0.339214408849156		0.804346423513423		8467/16(8483)	9692/20(9712)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
20010	Interpolated Year when operation took place	0.0682508143733736	0.0216788029489455	0.0236591855417807	0.339389302163109		0.00258121118743969	0.00265697332919224	0.00931048645926508	0.331274359149438	0.718438564167646		-0.00227832891349973	0.00246271526585931	-0.00804905418414295	0.354871697617347	0.753149164108517		0.179794707981311		0.00601559954317175	0.00265861062371081	0.0216788029489455	0.0236591855417807	0.339389302163109		-0.000618717734168074	0.00248409831466168	-0.0021671351303719	0.803291800847568	0.957362822046681		0.0682508143733736		0.00519185422525823	0.00277760662265195	0.0179106559904346	0.061595325648371	0.413616372637433		-0.00164190524012026	0.00258439460703698	-0.005527681951672	0.525195883356426	0.851171396672685		0.0716687003349563		10890	13213	CONTINUOUS	LINEAR	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
41272#T462	Operative procedures - OPCS4: T46.2 Drainage of ascites NEC	0.500863700923957	0.0148961961122758	0.0515202358753747	0.339880715533838		0.0752503467626336	0.085692446871787	0.00704765308188898	0.379522285620634	0.759335216345101		0.139863198887359	0.0718710098397049	0.0148961961122758	0.0515202358753747	0.339880715533838		0.563456312676725		-0.0306373071930073	0.0860846548194376	-0.00285186992742461	0.722144420184596	0.957258111556691		0.0452673950390116	0.072835814457486	0.00475246460683217	0.534504071986098	0.877467927465335		0.500863700923957		0.0267276097064401	0.0892941860986691	0.0024009191271714	0.764661007502485	0.951787556873692		0.104698860236244	0.0745218053282391	0.0107508229733681	0.159963711267168	0.592043222630288		0.502602309961086		15538/11(15549)	17068/16(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
