id	structure	category	n	top_pval	top_fdr	top_rhoabs	NA	gap_gm_rho	gap_gm_pval	gap_gm_fdr	NA.1	gap_wm_rho	gap_wm_pval	gap_wm_fdr	NA.2	gap_gwm_rho	gap_gwm_pval	gap_gwm_fdr
LH_ThickAvg_lateraloccipital	Lateraloccipital (left)	cortical thickness	16961	7.2425355053811e-51	1.94311928193151e-50	0.114828114747884		-0.114828114747884	7.2425355053811e-51	1.94311928193151e-50		-0.0884780078372443	8.01056677007884e-31	2.48214744988358e-30		-0.109879858768463	1.05859288144097e-46	3.06434781469755e-46
RH_GrayVol_inferiortemporal	Inferiortemporal (right)	cortical volume	16961	1.11964064554047e-50	2.96772219299884e-50	0.1146080491999		-0.1146080491999	1.11964064554047e-50	2.96772219299884e-50		-0.0815999930290558	1.88934185884269e-26	5.13154578944928e-26		-0.10606741533568	1.27826094484816e-43	3.51521759833244e-43
LH_ThickAvg_fusiform	Fusiform (left)	cortical thickness	16961	4.35144133964007e-50	1.13966320800097e-49	0.113919498018303		-0.113919498018303	4.35144133964007e-50	1.13966320800097e-49		-0.0528548599094617	5.70561984469736e-12	1.10108453143282e-11		-0.0882727623976614	1.09462116158184e-30	2.33802578201946e-30
RH_ThickAvg_lateraloccipital	Lateraloccipital (right)	cortical thickness	16961	7.47146304671131e-50	1.9337904356194e-49	0.113644121192205		-0.113644121192205	7.47146304671131e-50	1.9337904356194e-49		-0.0829134430036874	2.94150740387122e-27	8.08914536064585e-27		-0.105781843371236	2.15293411519263e-43	5.84747537459727e-43
LH_GrayVol_supramarginal	Supramarginal (left)	cortical volume	16961	8.1667500676177e-50	2.08916862194871e-49	0.113598729012756		-0.113598729012756	8.1667500676177e-50	2.08916862194871e-49		-0.0575992132299133	6.09743806305199e-14	1.26550601308626e-13		-0.0893144945614977	2.22718039884718e-31	4.85128403709287e-31
LH_ThickAvg_postcentral	Postcentral (left)	cortical thickness	16961	2.91254474104511e-49	7.36505566701062e-49	0.112948040435109		-0.112948040435109	2.91254474104511e-49	7.36505566701062e-49		-0.0934857484030608	3.14314157280446e-34	1.13359204265079e-33		-0.111272136523937	7.44257640500051e-48	2.18315574546682e-47
RH_SurfArea_transversetemporal	Transversetemporal (right)	cortical surface area	16961	4.10811800406821e-49	1.02702950101705e-48	0.112771380323571		-0.112771380323571	4.10811800406821e-49	1.02702950101705e-48		-0.0589570765739519	1.55132360429945e-14	3.37912072223643e-14		-0.0925131020819464	1.49170781520037e-33	3.38325483859878e-33
LH_SurfArea_rostralmiddlefrontal	Rostralmiddlefrontal (left)	cortical surface area	16961	2.12974732281368e-48	6.4184165893015e-48	0.111922199850747		-0.107631035788427	7.17740533468437e-45	1.71633605829409e-44		-0.0982099668713126	1.29200198525106e-37	5.46616224529295e-37		-0.111922199850747	2.12974732281368e-48	6.4184165893015e-48
LH_GrayVol_bankssts	Bankssts (left)	cortical volume	16961	4.37458849630178e-48	1.08135895414201e-47	0.111548695960523		-0.111548695960523	4.37458849630178e-48	1.08135895414201e-47		-0.0669502260807887	2.61315841601037e-18	6.24885708176393e-18		-0.0934685390415678	3.23140978439743e-34	7.48326476386773e-34
LH_GrayVol_caudalmiddlefrontal	Caudalmiddlefrontal (left)	cortical volume	16961	3.79188630868412e-45	9.16719766934622e-45	0.107974388945644		-0.107974388945644	3.79188630868412e-45	9.16719766934622e-45		-0.0666518742940805	3.68520569658618e-18	8.7176908951501e-18		-0.0932215302201281	4.80604860964845e-34	1.1013861397111e-33
LH_GrayVol_inferiortemporal	Inferiortemporal (left)	cortical volume	16961	4.86373200610081e-44	1.15056025950772e-43	0.106594670301001		-0.106594670301001	4.86373200610081e-44	1.15056025950772e-43		-0.0627107722562998	2.99969265512977e-16	7.02055727796329e-16		-0.0889919504640621	3.65368086726476e-31	7.88048814508086e-31
RH_SurfArea_parstriangularis	Parstriangularis (right)	cortical surface area	16961	1.05073752542996e-43	2.45917293185735e-43	0.106174582499524		-0.106174582499524	1.05073752542996e-43	2.45917293185735e-43		-0.0756931933753247	5.62547505508283e-23	1.43907501409096e-22		-0.0983625805053507	9.97873211351294e-38	2.43924562774761e-37
LH_SurfArea_parstriangularis	Parstriangularis (left)	cortical surface area	16961	6.96719467365187e-42	1.59664877937855e-41	0.103856924596322		-0.103856924596322	6.96719467365187e-42	1.59664877937855e-41		-0.0748798924975991	1.61499311003925e-22	4.08389062308776e-22		-0.0984885384566882	8.06028093604243e-38	1.99242899542622e-37
LH_SurfArea_superiortemporal	Superiortemporal (left)	cortical surface area	16961	1.09220768948701e-41	2.47717207924889e-41	0.103605390289086		-0.103605390289086	1.09220768948701e-41	2.47717207924889e-41		-0.0529383070585678	5.28508333864211e-12	1.03814137009041e-11		-0.0843053317865508	3.96782249258922e-28	8.39347065740027e-28
LH_SurfArea_lingual	Lingual (left)	cortical surface area	16961	3.9066112347114e-41	8.76994358812763e-41	0.1028889514862		-0.1028889514862	3.9066112347114e-41	8.76994358812763e-41		-0.0443533854981182	7.56375176460974e-09	1.25114690843169e-08		-0.0756337220565366	6.07878566094199e-23	1.16289812644108e-22
RH_SurfArea_inferiortemporal	Inferiortemporal (right)	cortical surface area	16961	3.95848135570027e-40	8.70865898254059e-40	0.101574077144116		-0.101574077144116	3.95848135570027e-40	8.70865898254059e-40		-0.0830709600166639	2.34875166413202e-27	6.62468418088518e-27		-0.100060472889802	5.48394291891075e-39	1.41937346136514e-38
RH_SurfArea_superiortemporal	Superiortemporal (right)	cortical surface area	16961	5.14343598878278e-40	1.12035239359625e-39	0.101424311627723		-0.101424311627723	5.14343598878278e-40	1.12035239359625e-39		-0.0435970141489526	1.35266193150105e-08	2.20433796244616e-08		-0.0755347151266398	6.91498628516045e-23	1.31146291615112e-22
RH_ThickAvg_bankssts	Bankssts (right)	cortical thickness	16961	4.18385245943924e-39	9.0239955007513e-39	0.100217353732923		-0.100217353732923	4.18385245943924e-39	9.0239955007513e-39		-0.0459853698665188	2.08911448425988e-09	3.56283090338894e-09		-0.0760266439901212	3.6387958101405e-23	7.08438122328239e-23
RH_SurfArea_rostralmiddlefrontal	Rostralmiddlefrontal (right)	cortical surface area	16961	5.3440394809102e-39	1.39962938785743e-38	0.100075466307767		-0.0954117462822146	1.37141701545585e-35	2.8463372018895e-35		-0.0903613035124402	4.41255207944839e-32	1.38680208211235e-31		-0.100075466307767	5.3440394809102e-39	1.39962938785743e-38
RH_SurfArea_parahippocampal	Parahippocampal (right)	cortical surface area	16961	5.77965775706641e-38	1.4449144392666e-37	0.0986844340010231		-0.0901277564658558	6.34246373457961e-32	1.25706488433109e-31		-0.0942177053000606	9.63206799081686e-35	3.53175826329952e-34		-0.0986844340010231	5.77965775706641e-38	1.4449144392666e-37
LH_ThickAvg_bankssts	Bankssts (left)	cortical thickness	16961	1.09154952456053e-37	2.33146500391569e-37	0.0983095977050589		-0.0983095977050589	1.09154952456053e-37	2.33146500391569e-37		-0.0364319964513727	2.08274292576934e-06	3.09596921398145e-06		-0.0698154622289885	8.91164638488964e-20	1.63380183722977e-19
LH_SurfArea_parsopercularis	Parsopercularis (left)	cortical surface area	16961	1.37870720261794e-37	2.91649600553795e-37	0.0981715555993677		-0.0981715555993677	1.37870720261794e-37	2.91649600553795e-37		-0.0555169990423225	4.68268177709211e-13	9.45128432073637e-13		-0.0832425130358052	1.83732081565994e-27	3.84962456614464e-27
LH_GrayVol_lingual	Lingual (left)	cortical volume	16961	1.56374213230648e-37	3.27641208673739e-37	0.0980970382687761		-0.0980970382687761	1.56374213230648e-37	3.27641208673739e-37		-0.0514416878234801	2.04976595027191e-11	3.88748714706742e-11		-0.0774217347725996	5.76005032445991e-24	1.1416315958389e-23
LH_GrayVol_medialorbitofrontal	Medialorbitofrontal (left)	cortical volume	16961	2.25826242222786e-35	4.64315638215074e-35	0.0951076646080528		-0.0951076646080528	2.25826242222786e-35	4.64315638215074e-35		-0.0339937971673941	9.53481467187058e-06	1.34465335116124e-05		-0.0673852388628117	1.5787310320101e-18	2.84689202493625e-18
RH_ThickAvg_entorhinal	Entorhinal (right)	cortical thickness	16961	4.72721488846808e-35	1.13042095159019e-34	0.0946554596513577		-0.0914687050269055	7.79809932266361e-33	1.55961986453272e-32		-0.0829335344643506	2.85834280497921e-27	7.9599419885497e-27		-0.0946554596513577	4.72721488846808e-35	1.13042095159019e-34
RH_ThickAvg_middletemporal	Middletemporal (right)	cortical thickness	16961	1.12406648796705e-34	2.28976506808103e-34	0.0941224499496661		-0.0941224499496661	1.12406648796705e-34	2.28976506808103e-34		-0.0539846514808488	2.00359027012851e-12	3.97107981466912e-12		-0.0788981084138078	7.89782091578006e-25	1.60881537173298e-24
RH_SurfArea_cuneus	Cuneus (right)	cortical surface area	16961	2.29133218431837e-33	4.62470716100955e-33	0.0922432153109645		-0.0922432153109645	2.29133218431837e-33	4.62470716100955e-33		-0.0226283620493689	0.00321167112244725	0.00399190760982144		-0.0582330142078463	3.2311886850838e-14	5.04157099800309e-14
LH_SurfArea_lateraloccipital	Lateraloccipital (left)	cortical surface area	16961	7.48010427939905e-32	1.4693061977391e-31	0.0900213566721118		-0.0900213566721118	7.48010427939905e-32	1.4693061977391e-31		-0.0580855949856584	3.74775434224791e-14	7.85243766947181e-14		-0.0785216266796574	1.31551044320783e-24	2.63102088641566e-24
LH_SurfArea_superiorfrontal	Superiorfrontal (left)	cortical surface area	16961	4.38425191195775e-31	8.53571168699739e-31	0.0888728778073267		-0.0888728778073267	4.38425191195775e-31	8.53571168699739e-31		-0.050090951649106	6.74504494776287e-11	1.23659157375653e-10		-0.0741359972962895	4.19567062987909e-22	7.88929520148205e-22
RH_SurfArea_superiorfrontal	Superiorfrontal (right)	cortical surface area	16961	2.89417161504887e-30	5.58524346763817e-30	0.0876305454973361		-0.0876305454973361	2.89417161504887e-30	5.58524346763817e-30		-0.0585771322121537	2.28241575800675e-14	4.92285751726946e-14		-0.0790715455789173	6.2383860412398e-25	1.28265881221753e-24
RH_ThickAvg_posteriorcingulate	Posteriorcingulate (right)	cortical thickness	16961	5.70993826120986e-30	1.09233601518797e-29	0.0871789058362386		-0.0871789058362386	5.70993826120986e-30	1.09233601518797e-29		-0.0488820258195056	1.90859868311932e-10	3.38622347005041e-10		-0.0723020303472167	4.24130404203006e-21	7.90751601056452e-21
RH_GrayVol_caudalmiddlefrontal	Caudalmiddlefrontal (right)	cortical volume	16961	2.5246274992342e-29	4.78808663647866e-29	0.0861826614458294		-0.0861826614458294	2.5246274992342e-29	4.78808663647866e-29		-0.0620137254077865	6.3549192775175e-16	1.44132189799366e-15		-0.0793354502814382	4.35287625704586e-25	9.03427147688763e-25
RH_GrayVol_posteriorcingulate	Posteriorcingulate (right)	cortical volume	16961	5.66319152916527e-29	1.06487362086868e-28	0.0856363443183784		-0.0856363443183784	5.66319152916527e-29	1.06487362086868e-28		-0.0450223849585423	4.48751454781413e-09	7.53628397342831e-09		-0.0667319991290276	3.36071366516396e-18	6.01103257183798e-18
LH_ThickAvg_middletemporal	Middletemporal (left)	cortical thickness	16961	2.73090574597764e-28	5.09151918741594e-28	0.0845623688275622		-0.0845623688275622	2.73090574597764e-28	5.09151918741594e-28		-0.0357867342091205	3.14483551832041e-06	4.52198571261758e-06		-0.0633769045204956	1.45266922162189e-16	2.45836329812935e-16
LH_ThickAvg_entorhinal	Entorhinal (left)	cortical thickness	16961	1.41098965068983e-27	2.60855229539296e-27	0.0834265562993728		-0.0834265562993728	1.41098965068983e-27	2.60855229539296e-27		-0.0625719954307165	3.48555682432137e-16	8.07181580369159e-16		-0.0785646029264944	1.24123186832735e-24	2.50523863332126e-24
LH_GrayVol_parahippocampal	Parahippocampal (left)	cortical volume	16961	1.66591092786983e-27	3.05417003442802e-27	0.0833108306615464		-0.0833108306615464	1.66591092786983e-27	3.05417003442802e-27		-0.0581871937902941	3.38375349966375e-14	7.15794009544255e-14		-0.0757644997812181	5.12588605408142e-23	9.89206080612204e-23
RH_ThickAvg_parsorbitalis	Parsorbitalis (right)	cortical thickness	16961	5.43820632793654e-27	9.88764786897553e-27	0.0824817724025454		-0.0824817724025454	5.43820632793654e-27	9.88764786897553e-27		-0.061447766073167	1.16199407258125e-15	2.60855812212117e-15		-0.0774133636579049	5.82469104624099e-24	1.14413574122591e-23
RH_SurfArea_lingual	Lingual (right)	cortical surface area	16961	1.37586927300629e-26	2.48107573820806e-26	0.0818254446093231		-0.0818254446093231	1.37586927300629e-26	2.48107573820806e-26		-0.0285386944406936	0.000201877833886226	0.000275857909658197		-0.0549292540300264	8.21612463584789e-13	1.24658442750796e-12
RH_SurfArea_medialorbitofrontal	Medialorbitofrontal (right)	cortical surface area	16961	2.02425662981255e-26	3.62062161429887e-26	0.0815508783351296		-0.0815508783351296	2.02425662981255e-26	3.62062161429887e-26		-0.0429222724155078	2.25379479676541e-08	3.61923252035321e-08		-0.0655984603576106	1.22559109518173e-17	2.15704032751984e-17
LH_SurfArea_cuneus	Cuneus (left)	cortical surface area	16961	1.64599303751288e-25	2.92031022784543e-25	0.0800442528445612		-0.0800442528445612	1.64599303751288e-25	2.92031022784543e-25		-0.0151769264632272	0.0481281984892205	0.0557273877243606		-0.0482242596915527	3.32690907254602e-10	4.78379082326879e-10
RH_GrayVol_parahippocampal	Parahippocampal (right)	cortical volume	16961	2.01955754385874e-25	3.55442127719138e-25	0.0798956972112994		-0.0798956972112994	2.01955754385874e-25	3.55442127719138e-25		-0.037898998060593	7.95633834699311e-07	1.21555169190173e-06		-0.0608452403820533	2.19607518041259e-15	3.55247455654978e-15
RH_ThickAvg_isthmuscingulate	Isthmuscingulate (right)	cortical thickness	16961	6.42909109616863e-25	1.12253971520405e-24	0.079049424855649		-0.079049424855649	6.42909109616863e-25	1.12253971520405e-24		-0.0364934585774692	2.00186353582462e-06	3.01650669781792e-06		-0.0602778688598282	3.97673030719066e-15	6.38599027432077e-15
LH_GrayVol_cuneus	Cuneus (left)	cortical volume	16961	7.37943574830871e-25	1.27832745246293e-24	0.0789480680911157		-0.0789480680911157	7.37943574830871e-25	1.27832745246293e-24		-0.0267228003899533	0.000501264346708439	0.000664326242625642		-0.0546919842203125	1.02925642968431e-12	1.54038377231665e-12
LH_ThickAvg_isthmuscingulate	Isthmuscingulate (left)	cortical thickness	16961	2.1465383959585e-24	3.68936286805367e-24	0.0781586436419297		-0.0781586436419297	2.1465383959585e-24	3.68936286805367e-24		-0.0248557011842508	0.00120856208328277	0.0015732760847468		-0.0534853216907487	3.1902701573859e-12	4.71046600419395e-12
RH_SurfArea_parsopercularis	Parsopercularis (right)	cortical surface area	16961	3.52173201912774e-24	6.00605460626436e-24	0.0777898978708228		-0.0777898978708228	3.52173201912774e-24	6.00605460626436e-24		-0.0413279775328202	7.30779396076701e-08	1.14836762240624e-07		-0.0639203549389659	7.99534556134459e-17	1.3742000183561e-16
RH_GrayVol_lingual	Lingual (right)	cortical volume	16961	3.86153593427837e-24	6.53490696570186e-24	0.0777211013671918		-0.0777211013671918	3.86153593427837e-24	6.53490696570186e-24		-0.0396474656156605	2.41272328724206e-07	3.73802199431868e-07		-0.059942194130847	5.63616436834759e-15	8.98518957272804e-15
LH_SurfArea_frontalpole	Frontalpole (left)	cortical surface area	16961	6.82564924782083e-23	1.14629224009205e-22	0.0755447099307519		-0.0755447099307519	6.82564924782083e-23	1.14629224009205e-22		-0.0472850541240758	7.26417510774899e-10	1.25836104228723e-09		-0.0658172005466519	9.56422087630212e-18	1.69687789740844e-17
RH_GrayVol_caudalanteriorcingulate	Caudalanteriorcingulate (right)	cortical volume	16961	7.09749845806264e-23	1.18291640967711e-22	0.0755146874630298		-0.0755146874630298	7.09749845806264e-23	1.18291640967711e-22		-0.0446172668875151	6.16156276852453e-09	1.02692712808742e-08		-0.0626490799025688	3.20683367770864e-16	5.34472279618107e-16
RH_ThickAvg_inferiortemporal	Inferiortemporal (right)	cortical thickness	16961	7.34023044008514e-23	1.21417345625468e-22	0.0754888274370292		-0.0754888274370292	7.34023044008514e-23	1.21417345625468e-22		-0.055878367053452	3.30457491567945e-13	6.73154149490258e-13		-0.0714811072605145	1.1726170358525e-20	2.16786342762647e-20
RH_SurfArea_precuneus	Precuneus (right)	cortical surface area	16961	1.36052223006495e-22	2.23369321353947e-22	0.0750127168456413		-0.0750127168456413	1.36052223006495e-22	2.23369321353947e-22		-0.0382536581875735	6.27146689667758e-07	9.6484106102732e-07		-0.058098079291918	3.70103145339165e-14	5.73399239257861e-14
LH_ThickAvg_parsorbitalis	Parsorbitalis (left)	cortical thickness	16961	1.44260776165502e-22	2.3509163523267e-22	0.0749673607117818		-0.0749673607117818	1.44260776165502e-22	2.3509163523267e-22		-0.0529040677523821	5.45382546486434e-12	1.0618067276727e-11		-0.068740345185982	3.21809197785445e-19	5.85107632337173e-19
RH_SurfArea_bankssts	Bankssts (right)	cortical surface area	16961	1.48678076788035e-22	2.40508653627704e-22	0.0749439993221917		-0.0749439993221917	1.48678076788035e-22	2.40508653627704e-22		-0.0420422460777494	4.33680042650482e-08	6.8640006750436e-08		-0.0594662814641606	9.21087629089377e-15	1.45783653524937e-14
LH_SurfArea_inferiorparietal	Inferiorparietal (left)	cortical surface area	16961	1.59383807513883e-21	2.55944800387257e-21	0.0730834820842847		-0.0730834820842847	1.59383807513883e-21	2.55944800387257e-21		-0.0511728970470607	2.60434408850675e-11	4.89705726044004e-11		-0.0617897578883411	8.07439287970867e-16	1.33561385980143e-15
LH_ThickAvg_posteriorcingulate	Posteriorcingulate (left)	cortical thickness	16961	1.96440613349296e-21	3.1316619519453e-21	0.0729172686432579		-0.0729172686432579	1.96440613349296e-21	3.1316619519453e-21		-0.015345763725037	0.0456925838058099	0.0531871345887734		-0.0454321663801255	3.24735512880067e-09	4.49319577569904e-09
LH_SurfArea_precuneus	Precuneus (left)	cortical surface area	16961	6.48057185975268e-21	1.02570202096805e-20	0.0719609368097387		-0.0719609368097387	6.48057185975268e-21	1.02570202096805e-20		-0.0504746173741826	4.8239662867576e-11	8.99383544988705e-11		-0.0634067031654064	1.40605845922731e-16	2.39792915527138e-16
LH_SurfArea_bankssts	Bankssts (left)	cortical surface area	16961	8.82901480499821e-21	1.387416612214e-20	0.0717111197831714		-0.0717111197831714	8.82901480499821e-21	1.387416612214e-20		-0.0496243047724944	1.01067328983492e-10	1.82252560462035e-10		-0.0629487408701995	2.31714389338954e-16	3.89138669118854e-16
RH_SurfArea_pericalcarine	Pericalcarine (right)	cortical surface area	16961	2.78500968550101e-20	4.34540518305122e-20	0.0707754288970656		-0.0707754288970656	2.78500968550101e-20	4.34540518305122e-20		-0.0108961741793606	0.15596168293319	0.169859258640108		-0.0395959959514946	2.50077575288774e-07	3.23629803314884e-07
RH_SurfArea_frontalpole	Frontalpole (right)	cortical surface area	16961	3.29054425015819e-20	5.09802630306198e-20	0.0706385510748175		-0.0706385510748175	3.29054425015819e-20	5.09802630306198e-20		-0.0358461393110839	3.02862858971476e-06	4.41257145521356e-06		-0.0569349994895106	1.17763667558518e-13	1.79916714325514e-13
LH_SurfArea_pericalcarine	Pericalcarine (left)	cortical surface area	16961	4.32472812855397e-20	6.65342789008303e-20	0.0704137154639953		-0.0704137154639953	4.32472812855397e-20	6.65342789008303e-20		-0.0132642518493992	0.0841396627045142	0.0949267989486827		-0.0417335896375921	5.43935541751708e-08	7.29669629179121e-08
RH_GrayVol_cuneus	Cuneus (right)	cortical volume	16961	4.89392353823876e-20	7.47682762786477e-20	0.0703117617901169		-0.0703117617901169	4.89392353823876e-20	7.47682762786477e-20		-0.0228478299592763	0.00292698406845431	0.00370078445436752		-0.0472406331614116	7.53474092356082e-10	1.0625916687073e-09
LH_ThickAvg_frontalpole	Frontalpole (left)	cortical thickness	16961	5.60262254681248e-20	8.500530760681e-20	0.070200079525537		-0.070200079525537	5.60262254681248e-20	8.500530760681e-20		-0.0499976850499052	7.31497595193311e-11	1.3299956276242e-10		-0.064447154689542	4.46046006406488e-17	7.72678121334074e-17
RH_GrayVol_transversetemporal	Transversetemporal (right)	cortical volume	16961	3.91083556353196e-19	5.85295118351722e-19	0.0685756478909867		-0.0685756478909867	3.91083556353196e-19	5.85295118351722e-19		-0.00626525248915903	0.414626542121473	0.434525744388997		-0.0389783245990326	3.83187384799843e-07	4.89414932924762e-07
RH_SurfArea_rostralanteriorcingulate	Rostralanteriorcingulate (right)	cortical surface area	16961	5.23554971588895e-18	7.73034186238637e-18	0.0663457556889092		-0.0663457556889092	5.23554971588895e-18	7.73034186238637e-18		-0.036219120113663	2.38783591086674e-06	3.50215933593788e-06		-0.053085538954582	4.61594834169065e-12	6.77005756781295e-12
RH_SurfArea_lateraloccipital	Lateraloccipital (right)	cortical surface area	16961	9.1951758388571e-18	1.34862578969904e-17	0.0658518452965863		-0.0658518452965863	9.1951758388571e-18	1.34862578969904e-17		-0.049168921975699	1.4944201570666e-10	2.67294662239554e-10		-0.0611629308862355	1.57116035106647e-15	2.56040946099721e-15
LH_SurfArea_postcentral	Postcentral (left)	cortical surface area	16961	1.82732615801615e-17	2.66232950174538e-17	0.0652446109041081		-0.0652446109041081	1.82732615801615e-17	2.66232950174538e-17		0.0122732789624813	0.11001851669547	0.121628510919615		-0.0228570980516298	0.00291548483411144	0.00327248297706386
LH_GrayVol_caudalanteriorcingulate	Caudalanteriorcingulate (left)	cortical volume	16961	2.79128704758312e-17	4.04002072676504e-17	0.0648672343193925		-0.0648672343193925	2.79128704758312e-17	4.04002072676504e-17		-0.0430751498540969	2.00893186991159e-08	3.24974273073934e-08		-0.0572500599034171	8.62617359413373e-14	1.32710362986673e-13
LH_SurfArea_insula	Insula (left)	cortical surface area	16961	3.09441133629267e-17	4.44948035283913e-17	0.064775073108216		-0.064775073108216	3.09441133629267e-17	4.44948035283913e-17		-0.0504397735134538	4.97358804842286e-11	9.19486866094983e-11		-0.0617470040146403	8.45124837677146e-16	1.38751839021621e-15
RH_ThickAvg_temporalpole	Temporalpole (right)	cortical thickness	16961	3.24314613392513e-17	5.6626361068534e-17	0.0647330630673281		-0.0592624561991283	1.13541156911145e-14	1.53245733254306e-14		-0.0599905937157955	5.36039240964321e-15	1.19119831325405e-14		-0.0647330630673281	3.24314613392513e-17	5.6626361068534e-17
LH_GrayVol_rostralanteriorcingulate	Rostralanteriorcingulate (left)	cortical volume	16961	4.346822130799e-17	6.20974590114143e-17	0.0644703519913769		-0.0644703519913769	4.346822130799e-17	6.20974590114143e-17		-0.0297544480336222	0.000106601120548513	0.000147498405790395		-0.0479963924824117	4.02634324578859e-10	5.75191892255513e-10
RH_GrayVol_rostralanteriorcingulate	Rostralanteriorcingulate (right)	cortical volume	16961	3.88143235921172e-16	5.50912980017147e-16	0.0624723604241099		-0.0624723604241099	3.88143235921172e-16	5.50912980017147e-16		-0.00836528745290901	0.276054066912935	0.296253144979735		-0.0340304699143	9.32584192766413e-06	1.13982512449228e-05
LH_GrayVol_posteriorcingulate	Posteriorcingulate (left)	cortical volume	16961	4.6186494181992e-16	6.51347994874246e-16	0.0623109696842625		-0.0623109696842625	4.6186494181992e-16	6.51347994874246e-16		-0.0246518138952074	0.00132600101387163	0.00171600131206917		-0.0442600698431339	8.13029297877653e-09	1.11097171138561e-08
RH_SurfArea_superiorparietal	Superiorparietal (right)	cortical surface area	16961	1.26534309068884e-15	1.77309222899073e-15	0.0613674481742463		-0.0613674481742463	1.26534309068884e-15	1.77309222899073e-15		-0.0271041518928348	0.000415935292076716	0.000554580389435621		-0.0443032136459371	7.86340809534432e-09	1.08121861310984e-08
LH_ThickAvg_lingual	Lingual (left)	cortical thickness	16961	4.15771392411107e-15	5.78922191964833e-15	0.0602351329945571		-0.0602351329945571	4.15771392411107e-15	5.78922191964833e-15		-0.0515907912525157	1.79386628377349e-11	3.43174419504494e-11		-0.0593865274227851	9.99738690566774e-15	1.57101794231922e-14
LH_ThickAvg_medialorbitofrontal	Medialorbitofrontal (left)	cortical thickness	16961	4.31711555347419e-15	5.97336743248001e-15	0.0601989836583234		-0.0601989836583234	4.31711555347419e-15	5.97336743248001e-15		-0.0298201059313219	0.000102917542381419	0.000143302907113368		-0.0475975989062285	5.61095372031849e-10	7.96393431271012e-10
LH_SurfArea_precentral	Precentral (left)	cortical surface area	16961	5.33456463421008e-15	7.33502637203886e-15	0.0599952514891524		-0.0599952514891524	5.33456463421008e-15	7.33502637203886e-15		0.0223121937711419	0.00366626547759492	0.00450602460933454		-0.0175019902708902	0.0226651747001823	0.024807653900697
RH_SurfArea_posteriorcingulate	Posteriorcingulate (right)	cortical surface area	16961	7.01805481770685e-15	9.58988857077955e-15	0.0597301858327951		-0.0597301858327951	7.01805481770685e-15	9.58988857077955e-15		-0.0467692979285024	1.10842570008157e-09	1.9051066720152e-09		-0.0549179405423211	8.30505172896982e-13	1.25144615094066e-12
RH_GrayVol_insula	Insula (right)	cortical volume	16961	8.73470373793988e-15	1.18619433478196e-14	0.0595178914571041		-0.0595178914571041	8.73470373793988e-15	1.18619433478196e-14		-0.0128717547697247	0.0937295617118146	0.104143957457572		-0.0359053967006809	2.91682060568245e-06	3.62542674152621e-06
LH_GrayVol_transversetemporal	Transversetemporal (left)	cortical volume	16961	1.00715790950548e-13	1.35106548836101e-13	0.0570934803985998		-0.0570934803985998	1.00715790950548e-13	1.35106548836101e-13		-0.00714945522542676	0.351899577565879	0.3739995510362		-0.0342786473596195	8.02244585771498e-06	9.85998932233126e-06
LH_ThickAvg_inferiortemporal	Inferiortemporal (left)	cortical thickness	16961	1.73224596217689e-13	2.30966128290252e-13	0.0565420497647656		-0.0565420497647656	1.73224596217689e-13	2.30966128290252e-13		-0.0180919561820952	0.0184795362348977	0.0219756647117702		-0.0392148416868259	3.25660903641975e-07	4.18978940358096e-07
LH_SurfArea_posteriorcingulate	Posteriorcingulate (left)	cortical surface area	16961	2.55355981788125e-13	3.38423590321611e-13	0.0561442036875236		-0.0561442036875236	2.55355981788125e-13	3.38423590321611e-13		-0.0475685678625208	5.74756162830674e-10	1.00354250652975e-09		-0.0546590646425111	1.06186195656669e-12	1.57844344895048e-12
RH_SurfArea_insula	Insula (right)	cortical surface area	16961	2.67325061600641e-13	3.52164751809228e-13	0.0560970619154748		-0.0560970619154748	2.67325061600641e-13	3.52164751809228e-13		-0.0374915577482694	1.04310270174894e-06	1.58263858196391e-06		-0.0497125090608827	9.36560205688268e-11	1.36452480298953e-10
RH_GrayVol_frontalpole	Frontalpole (right)	cortical volume	16961	2.78860623233337e-13	3.65174625662703e-13	0.0560535498165701		-0.0560535498165701	2.78860623233337e-13	3.65174625662703e-13		0.00231141134789104	0.763445668537984	0.766931721818979		-0.027426668406634	0.000354566124832797	0.000410550249806397
RH_SurfArea_supramarginal	Supramarginal (right)	cortical surface area	16961	3.11521063658032e-13	4.05530378726432e-13	0.0559393214804196		-0.0559393214804196	3.11521063658032e-13	4.05530378726432e-13		-0.00339834809224147	0.658138099679777	0.67032584226644		-0.0274873668098263	0.000344007864371914	0.00040043243471863
RH_SurfArea_inferiorparietal	Inferiorparietal (right)	cortical surface area	16961	3.25514611336115e-13	4.21254202905561e-13	0.0558939401847827		-0.0558939401847827	3.25514611336115e-13	4.21254202905561e-13		-0.0259773787120129	0.000717061520842366	0.000939009134436432		-0.0400647688851917	1.80131992520986e-07	2.35887133063196e-07
LH_SurfArea_superiorparietal	Superiorparietal (left)	cortical surface area	16961	8.70141081655521e-13	1.11947975417669e-12	0.0548689193144817		-0.0548689193144817	8.70141081655521e-13	1.11947975417669e-12		-0.0276996023315278	0.000309357385678179	0.000417537575761959		-0.0418053366700457	5.16108078974168e-08	6.96587591253478e-08
