varName	description	ntotal	top_rhoAbs	top_pvalue	top_fdr	NA	gap_gm_beta	gap_gm_se	gap_gm_rho	gap_gm_pvalue	gap_gm_fdr	NA.1	gap_wm_beta	gap_wm_se	gap_wm_rho	gap_wm_pvalue	gap_wm_fdr	NA.2	gap_gwm_beta	gap_gwm_se	gap_gwm_rho	gap_gwm_pvalue	gap_gwm_fdr	NA.3	n	varType	resType	custom_category	Path
41210#S701	Operative procedures - secondary OPCS4: S70.1 Avulsion of nail	32633	0.0118887055442969	0.031734906883317	0.22293064419123		0.187245839843117	0.0872257208466201	0.0118887055442969	0.031734906883317	0.22293064419123		0.00181608970150458	0.0874623284363233	0.000114855985857035	0.983446961213224	0.99664056807522		0.0956364551017083	0.0901870670377336	0.00586803466892526	0.289134078704931	0.711288415171557		32622/11(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22601#11733451	Job coding: senior officer in customs and excise or immigration including senior inspector, customs and excise surveyor, immigration officer	18195	0.0159129917267145	0.0318220423306973	0.223321421821765		0.186581542073612	0.0870329490618949	0.0159129917267145	0.0318220423306973	0.223321421821765		0.101774923546128	0.0828943321120602	0.00910814793121439	0.219232704020664	0.700874057575622		0.164899398500896	0.089265122813442	0.0137174449242678	0.0642555328936733	0.366111910892569		18184/11(18195)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
41272#S131	Operative procedures - OPCS4: S13.1 Punch biopsy of lesion of skin of head or neck	32633	0.0123048441037657	0.0262210724616103	0.223885489157816		-0.032748345352063	0.0155649098556932	-0.0116472322226751	0.0353692982943757	0.237628043896242		-0.0322118635896385	0.0153645205076797	-0.0116055501351473	0.0360313126251567	0.340974557926717		-0.0359390907778679	0.0161684543855128	-0.0123048441037657	0.0262210724616103	0.223885489157816		32281/352(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41200#U117	Operative procedures - main OPCS4: U11.7 Magnetic resonance angiography	32633	0.0133986827878668	0.015496519171178	0.224161893643489		0.102070863439387	0.0858221124585334	0.00658272409238114	0.234387525844165	0.644429318535082		0.201358104077767	0.0830892377389504	0.0133986827878668	0.015496519171178	0.224161893643489		0.180708470143638	0.087460816231398	0.0114293755472832	0.0389472965823607	0.283797561517995		32622/11(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
90089	No-wear time bias adjusted acceleration median	14715	0.0199446143582106	0.0155330467828134	0.224232659056174		0.0024745325889042	0.00236275016735908	0.00863433372595279	0.294933957887194	0.705950017161117		0.00570944047339404	0.00235947851397565	0.0199446143582106	0.0155330467828134	0.224232659056174		0.00513162597257248	0.00246915348892902	0.0171312488749508	0.037683876431276	0.277654174786782		14715	CONTINUOUS	LINEAR	Physical activity	Additional exposures > Physical activity measurement > Acceleration averages
20552#2	Behavioural and miscellaneous addictions: A behaviour	22714	0.0156706252693222	0.0181799882282482	0.224345861513727		0.0285702540311648	0.0177166988500984	0.01070054759809	0.106805687347871	0.447686996996871		0.0424783990090604	0.0179856039605236	0.0156706252693222	0.0181799882282482	0.242217587522224		0.0415614495622827	0.0187158268267609	0.0147343563766454	0.0263657029685291	0.224345861513727		22446/268(22714)	CAT-MUL	LOGISTIC-BINARY	Mental health	Online follow-up > Mental health > Addictions
41210#T364	Operative procedures - secondary OPCS4: T36.4 Biopsy of lesion of omentum	32633	0.0118645029327628	0.0320841282145923	0.224715712238172		-0.0717525084799357	0.0334762763034886	-0.0118645029327628	0.0320841282145923	0.224715712238172		-0.0463670493889527	0.0337305614278418	-0.00760865306399631	0.169295542984454	0.640638913455005		-0.0707718110549806	0.0353605176779022	-0.0110781110778923	0.045362371361395	0.303042872959065		32553/80(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140865416	Treatment/medication code: colpermin 0.2ml m/r gel e/c capsule	32633	0.0133637572726184	0.0157675637988336	0.225778772133601		-0.012293658274304	0.0631758468029128	-0.00107727896682302	0.845705826508324	0.965942904448536		-0.155417497890671	0.0643499779470438	-0.0133637572726184	0.0157675637988336	0.225778772133601		-0.105135407656355	0.0668812991211928	-0.00870125161634529	0.115983444433764	0.483556297255792		32611/22(32633)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
20493	Severity of problems due to mania or irritability	5254	0.0295039290373388	0.0324274783527653	0.22689631447621		0.0187071429269107	0.00874696928125364	0.0295039290373388	0.0324274783527653	0.22689631447621		0.0115165207243384	0.00897480583151023	0.0177070547185402	0.199336712925823	0.674092853634653		0.0172901257980641	0.00925851795744397	0.025765112533084	0.0617850178648269	0.359394475842948		3722/1532(5254)	CAT-SIN	LOGISTIC-BINARY	Mental health	Online follow-up > Mental health > Mania
41210#C903	Operative procedures - secondary OPCS4: C90.3 Subtenons anaesthetic	32633	0.0118296346279059	0.0325930329957516	0.227371049541676		0.0308219770731055	0.0144236661660384	0.0118296346279059	0.0325930329957516	0.227371049541676		0.0118885570983684	0.0142038199734455	0.00463364345101142	0.402574142179298	0.830214000514072		0.023840258963211	0.0149144013907757	0.00884918772472917	0.109912950136011	0.469654087034319		32230/403(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#C903	Operative procedures - OPCS4: C90.3 Subtenons anaesthetic	32633	0.0118296346279059	0.0325930329957516	0.227371049541676		0.0308219770731055	0.0144236661660384	0.0118296346279059	0.0325930329957516	0.227371049541676		0.0118885570983684	0.0142038199734455	0.00463364345101142	0.402574142179298	0.830214000514072		0.023840258963211	0.0149144013907757	0.00884918772472917	0.109912950136011	0.469654087034319		32230/403(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41229#5PJ	PCT responsible for patient data: STOKE ON TRENT PCT	32633	0.0118275524787644	0.0326236395857625	0.227371049541676		0.0476367724510442	0.0222961000375412	0.0118275524787644	0.0326236395857625	0.227371049541676		0.0213975985051993	0.0226652668922777	0.00522624885680264	0.345126090675097	0.797254499471947		0.0392377053270704	0.0235099351719484	0.00923941057671251	0.0951008844323125	0.440571940428909		32465/168(32633)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
90097	Fraction acceleration <= 6 milli-gravities	14715	0.0198514360986065	0.0160227321558744	0.227616727172118		-0.00207082877113788	0.00236345846675892	-0.00722365438669753	0.380904144685384	0.772259139434361		-0.00568440150022795	0.00236016379972033	-0.0198514360986065	0.0160227321558744	0.227616727172118		-0.00488322173907057	0.00246990050166229	-0.0162973948855208	0.0480314323604817	0.312843055440084		14715	CONTINUOUS	LINEAR	Physical activity	Additional exposures > Physical activity measurement > Acceleration intensity distribution
41200#E494	Operative procedures - main OPCS4: E49.4 Diagnostic fibreoptic endoscopic examination of lower respiratory tract with lavage and brush cytology of lesion of lower respiratory tract	32633	0.0133244835632629	0.0160773258146766	0.227616727172118		0.0601848938384818	0.0711621615129465	0.00468529298708012	0.397350225700191	0.780886200596953		0.164989572536285	0.0685006638268998	0.0133244835632629	0.0160773258146766	0.227616727172118		0.130745310430568	0.0729071598919116	0.00992764732547618	0.0729051807654968	0.392370479321064		32617/16(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#E494	Operative procedures - OPCS4: E49.4 Diagnostic fibreoptic endoscopic examination of lower respiratory tract with lavage and brush cytology of lesion of lower respiratory tract	32633	0.0133244835632629	0.0160773258146766	0.227616727172118		0.0601848938384818	0.0711621615129465	0.00468529298708012	0.397350225700191	0.780886200596953		0.164989572536285	0.0685006638268998	0.0133244835632629	0.0160773258146766	0.227616727172118		0.130745310430568	0.0729071598919116	0.00992764732547618	0.0729051807654968	0.392370479321064		32617/16(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
5485	Leg pain when walking normally	1549	0.0610802979572623	0.0160885976739886	0.227616727172118		0.0157176314269781	0.0148675395932376	0.0268840893299952	0.290153380356853	0.70006456497251		0.0363184954756401	0.0150989861144008	0.0610802979572623	0.0160885976739886	0.227616727172118		0.0308210921744728	0.0156897207823208	0.0499133319583535	0.0493405238075443	0.31735538361876		797/752(1549)	CAT-SIN	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease
40006#D045	Type of cancer: ICD10: D04.5 Skin of trunk	32633	0.0118222751284381	0.0327013243651796	0.227688592436535		-0.167860382045614	0.0787302629325179	-0.0118222751284381	0.0327013243651796	0.227688592436535		-0.134936316152017	0.0776318578149581	-0.00962239772207002	0.0821622862461876	0.487995849604827		-0.17269081747573	0.0823185957443361	-0.0116303693107244	0.0356358622834625	0.268139057181722		32619/14(32633)	CAT-MUL	LOGISTIC-BINARY	Cancer register	Health-related outcomes > Cancer register
41272#T711	Operative procedures - OPCS4: T71.1 Tenosynovectomy	32633	0.0118115616351541	0.032859518704098	0.228565523625757		0.191866600093028	0.0899007374790364	0.0118115616351541	0.032859518704098	0.228565523625757		0.109329187834838	0.0907883147262941	0.00666339926343034	0.228702970333432	0.71300042589429		0.170827374943515	0.0932106949518305	0.0101440830592764	0.0668729729728429	0.375669481627406		32623/10(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#R324	Operative procedures - secondary OPCS4: R32.4 Repair of minor obstetric laceration	32633	0.0118083717756933	0.0329067462294665	0.228669624778881		-0.0625390026357574	0.0293204942661283	-0.0118083717756933	0.0329067462294665	0.228669624778881		-0.0145811946855767	0.0297260897822629	-0.00271530624735906	0.623782846632506	0.909373265514439		-0.0463589058297027	0.0314137136435741	-0.00816818057298309	0.140063750841186	0.526872344633135		32517/116(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Z705	Operative procedures - secondary OPCS4: Z70.5 Lower end of radius NEC	32633	0.0118038214779987	0.0329742163058751	0.228690063773036		0.0389178809817	0.0182514825275336	0.0118038214779987	0.0329742163058751	0.228690063773036		0.0125777960733465	0.0182973346710315	0.00380540963955965	0.49182050438289	0.863254138923657		0.0290351895571307	0.0190453587797461	0.00843953775476592	0.127364676843466	0.502606076029277		32374/259(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z705	Operative procedures - OPCS4: Z70.5 Lower end of radius NEC	32633	0.0118038214779987	0.0329742163058751	0.228690063773036		0.0389178809817	0.0182514825275336	0.0118038214779987	0.0329742163058751	0.228690063773036		0.0125777960733465	0.0182973346710315	0.00380540963955965	0.49182050438289	0.863254138923657		0.0290351895571307	0.0190453587797461	0.00843953775476592	0.127364676843466	0.502606076029277		32374/259(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#W033	Operative procedures - OPCS4: W03.3 Total correction of claw toe	32633	0.0117925503111321	0.0331418509739591	0.22924873141174		0.187535511726691	0.0880622959654372	0.0117925503111321	0.0331418509739591	0.22924873141174		0.151675771286923	0.0850562263970443	0.00986255647928769	0.0748040321583321	0.468583035617545		0.182579369314686	0.0897291558216537	0.0112641446132195	0.0418619305686541	0.291669423953105		32622/11(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1141168936	Treatment/medication code: sildenafil	32633	0.011787805644661	0.0332126356304193	0.22924873141174		0.105421092958208	0.0495317385734699	0.011787805644661	0.0332126356304193	0.22924873141174		0.0636137048254285	0.0484295740866605	0.00727070801001638	0.189041716809989	0.663204400264732		0.0938824021786947	0.0509459912848826	0.0102028702581282	0.0653074342797436	0.370615767954222		32600/33(32633)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
6142#3	Current employment status: Looking after home and/or family	32588	0.0117933382456536	0.0332514929942007	0.22924873141174		-0.0159288268815138	0.00748205272538587	-0.0117933382456536	0.0332514929942007	0.22924873141174		-0.00927110962932935	0.00761174888049991	-0.0067474543759714	0.223204702366656	0.704060847446266		-0.0140503516885937	0.00791287917227513	-0.0098363697278049	0.0757811722314255	0.401294503296673		30871/1717(32588)	CAT-MUL	LOGISTIC-BINARY	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment
41272#C141	Operative procedures - OPCS4: C14.1 Flap of skin to eyelid	32633	0.0117832199414513	0.0332811716454121	0.22924873141174		-0.121986384136541	0.0573208774111783	-0.0117832199414513	0.0332811716454121	0.22924873141174		-0.0773289137954504	0.0570358167732636	-0.00750318766228883	0.175284440967487	0.647895460572964		-0.108958719400893	0.0601064713442612	-0.0100393278483054	0.0697391963562427	0.383147265928851		32608/25(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22601#54343385	Job coding: chef, cook, caterer	18195	0.0157704330148297	0.0333866036855831	0.229751696042149		0.0716668839629234	0.0336906044494433	0.0157704330148297	0.0333866036855831	0.229751696042149		0.0215338544253525	0.0342794912876167	0.004657632288621	0.529850060904472	0.873796470844788		0.0537873391988733	0.0354169310976584	0.0112599214286159	0.128800109770802	0.506342306187157		18120/75(18195)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
41272#W122	Operative procedures - OPCS4: W12.2 Angulation periarticular osteotomy and internal fixation NEC	32633	0.0131707110034092	0.0173422326533635	0.229795502041934		-0.133754024218791	0.0856368188992143	-0.00865194068220863	0.118064444291518	0.46945749519762		-0.205905845616742	0.086487472234748	-0.0131707110034092	0.0173422326533635	0.237155642515136		-0.200749290978109	0.0908796385451607	-0.0122360528182296	0.0270709994645901	0.229795502041934		32621/12(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
2247	Hearing difficulty/problems	31338	0.012011170556724	0.0334726239562769	0.230023648388464		0.0082231096212787	0.00386733554207303	0.012011170556724	0.0334726239562769	0.230023648388464		0.00355960948895331	0.0038754138830165	0.00518885546471517	0.35833498135211	0.806378810328383		0.0069059339370065	0.00404914934942574	0.00963454486903181	0.0880855405811104	0.425208548867689		23794/7544(31338)	CAT-SIN	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing
41272#S454	Operative procedures - OPCS4: S45.4 Removal of organic material from skin NEC	32633	0.0117651280455673	0.0335527473069758	0.23018973202084		-0.159319303968809	0.0749565109530546	-0.0117651280455673	0.0335527473069758	0.23018973202084		-0.00677230377768175	0.0738777930320772	-0.000507118097902773	0.927011010896495	0.988056672539537		-0.0952568725523665	0.0787013211074335	-0.00669737477572483	0.226338588852756	0.643258988688186		32617/16(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41246#1610	Treatment speciality of consultant (recoded): Hepatobiliary & pancreatic surgery	31515	0.0119700957170487	0.0335806199687622	0.23018973202084		0.0520486688593581	0.0244943039679756	0.0119700957170487	0.0335806199687622	0.23018973202084		0.0164665850890533	0.0246726489710208	0.00375947271237348	0.504527776148845	0.866091557519697		0.0360844822710168	0.0256354347113061	0.00792932068204982	0.159234901564159	0.561268143987314		31376/139(31515)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
5264	Corneal hysteresis (left)	7236	0.0249729870095046	0.0336126372236977	0.23018973202084		0.00714623203496047	0.00336334792251459	0.0249729870095046	0.0336126372236977	0.23018973202084		0.00280987557597835	0.00343225186597542	0.00962600769609588	0.412924474181871	0.83341962246645		0.00575949774088303	0.00356298505093325	0.0190029656355888	0.105975514878484	0.462252476172025		7236	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Intraocular pressure
104180	Cauliflower intake	4970	0.0301164606919538	0.033695809958979	0.230431904220977		-0.0334188963338719	0.01385498766031	-0.0301164606919538	0.033695809958979	0.230431904220977		0.00221432249879463	0.0147887832243409	0.00197027461508391	0.889550360247178	0.982009919427737		-0.0168429983485733	0.0152184663611604	-0.0144360954518127	0.308858397319512	0.729610545894796		4970	CAT-SIN	ORDERED-LOGISTIC	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday
90027	Average acceleration 00:00 - 00:59	14715	0.0175038086009635	0.0337130198472281	0.230431904220977		0.00507384407584492	0.00238936486438298	0.0175038086009635	0.0337130198472281	0.230431904220977		0.00214486526281988	0.00238674271655303	0.00740890916544074	0.368810199156039	0.814138061528268		0.00385915674246848	0.00249742041506905	0.0127387153687836	0.122274844817873	0.496382646087677		14715	CONTINUOUS	LINEAR	Physical activity	Additional exposures > Physical activity measurement > Acceleration averages
5208	logMAR, final (left)	7440	0.0256008208002883	0.0271999000970875	0.230530401732084		0.00698423691007343	0.00330925058315112	0.024463707434219	0.0348174017113524	0.235482579513422		0.00646687076693119	0.00336520348834176	0.0222766124528617	0.0546438337731436	0.414684682852293		0.00772258707483817	0.00349641782410869	0.0256008208002883	0.0271999000970875	0.230530401732084		7440	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Visual acuity
20003#1140879818	Treatment/medication code: metoprolol	32633	0.011738764707028	0.0339518769235911	0.231840947624676		0.0993673737236169	0.0468753272671564	0.011738764707028	0.0339518769235911	0.231840947624676		0.0843139183662078	0.0451219113390319	0.0103411989046481	0.0617426272709645	0.433298754551086		0.100070849521741	0.0478568083851234	0.0115766086023375	0.0364971645644826	0.272881753621364		32595/38(32633)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
41200#U543	Operative procedures - main OPCS4: U54.3 Delivery of rehabilitation for stroke	32633	0.0117328055319674	0.0340426565732665	0.232237102782784		0.125242784120681	0.0590986034756954	0.0117328055319674	0.0340426565732665	0.232237102782784		0.0958426671994083	0.0584182719434254	0.00907956556088985	0.100962525660412	0.532094134678455		0.126335436594005	0.0612850782494649	0.0114114732824821	0.0392545268285259	0.285198717871815		32610/23(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22601#92233412	Job coding: dinner lady	18195	0.0177501489158429	0.0166411052458428	0.232263957930871		-0.0258700343985876	0.0525793272583557	-0.00364681045145689	0.622796911871488	0.898928609656879		-0.129062073634053	0.0538862298461057	-0.0177501489158429	0.0166411052458428	0.232263957930871		-0.0957709093213083	0.0560756007184411	-0.0126544253189763	0.0878250905807429	0.425208548867689		18162/33(18195)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
24504	Domestic garden percentage, buffer 300m	30310	0.0121692508948492	0.0341136923630524	0.232497934105111		-0.0034853068308423	0.00164499299526723	-0.0121692508948492	0.0341136923630524	0.232497934105111		-0.0025183400850107	0.00165757088781031	-0.00872675099570156	0.128683282468941	0.581772550621505		-0.00350617821923198	0.00172869556465506	-0.011649475813612	0.0425380694497749	0.294443199472661		30310	CONTINUOUS	LINEAR	Local environment	Additional exposures > Local environment > Greenspace and coastal proximity
41272#H553	Operative procedures - OPCS4: H55.3 Laying open of anal fistula NEC	32633	0.0117213106641631	0.0342183508782354	0.232987195989368		0.0788487597495233	0.0372383440073085	0.0117213106641631	0.0342183508782354	0.232987195989368		0.0406555236019173	0.0383776768402279	0.0058642239227255	0.289447370372424	0.761430402909133		0.06967193188412	0.0394658269029256	0.00977204396364442	0.0775114343879546	0.40363210325601		32575/58(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1141162764	Treatment/medication code: tolterodine l-tartrate	32633	0.0117176829273321	0.0342739599526773	0.233083470791521		0.0993815801281265	0.0469519075913432	0.0117176829273321	0.0342739599526773	0.233083470791521		0.0419488235360913	0.0469262063210117	0.00494755959444602	0.371460637680824	0.816764437232991		0.0795514618645525	0.0487535738844044	0.00903245177194938	0.102744088873647	0.45487201869857		32595/38(32633)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
41272#K402	Operative procedures - OPCS4: K40.2 Saphenous vein graft replacement of two coronary arteries	32633	0.0117145225987977	0.0343224671105074	0.233083470791521		0.0635780803079701	0.0300493507503166	0.0117145225987977	0.0343224671105074	0.233083470791521		0.0485838470248155	0.0292945725680633	0.00918094698872379	0.0972123520028464	0.523587500756972		0.0604588800621239	0.0309683723589884	0.0108088389130355	0.0508636404789129	0.323627902795812		32542/91(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#L912	Operative procedures - OPCS4: L91.2 Insertion of central venous catheter NEC	32633	0.0117139577337219	0.0343311432712116	0.233083470791521		0.0517460140180229	0.0244552121329085	0.0117139577337219	0.0343311432712116	0.233083470791521		-0.00196957206167578	0.0244682336385987	-0.000445611305382679	0.93584319972547	0.988666274674975		0.0260348093877079	0.0255462536979904	0.00564210309363703	0.308103897778557	0.72916207928361		32494/139(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22601#24513035	Job coding: librarian, assistant librarian	18195	0.0177216384491827	0.0168164997799198	0.233341756705552		-0.0859442613113731	0.0612705117197885	-0.010398293371728	0.160732421132473	0.545336441970848		-0.149322041656756	0.0624475130673048	-0.0177216384491827	0.0168164997799198	0.233341756705552		-0.13797731234847	0.0654570771541386	-0.0156220695540587	0.0350842865807506	0.265397463483842		18171/24(18195)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
41210#Z813	Operative procedures - secondary OPCS4: Z81.3 Glenohumeral joint	32633	0.0132326662642154	0.0168224658121525	0.233341756705552		-0.00942867584949021	0.0525983579625283	-0.000992376770578289	0.857730765222653	0.968289550029402		0.123638535695466	0.0517073163078479	0.0132326662642154	0.0168224658121525	0.233341756705552		0.0682165982505035	0.0544127176185044	0.00693924533774565	0.210009572826879	0.624234751217908		32603/30(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z813	Operative procedures - OPCS4: Z81.3 Glenohumeral joint	32633	0.0132326662642154	0.0168224658121525	0.233341756705552		-0.00942867584949021	0.0525983579625283	-0.000992376770578289	0.857730765222653	0.968289550029402		0.123638535695466	0.0517073163078479	0.0132326662642154	0.0168224658121525	0.233341756705552		0.0682165982505035	0.0544127176185044	0.00693924533774565	0.210009572826879	0.624234751217908		32603/30(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Z732	Operative procedures - secondary OPCS4: Z73.2 Metacarpal NEC	32633	0.0125306129594398	0.0235916951185905	0.234039430679819		0.0932230461522891	0.0546024771571427	0.00945046873607834	0.0877823039576499	0.405078756804572		0.125225978030902	0.0553029232646299	0.0125306129594398	0.0235916951185905	0.276011967802982		0.125582839793039	0.0571110839680101	0.0121694805893334	0.0279160440761656	0.234039430679819		32606/27(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z732	Operative procedures - OPCS4: Z73.2 Metacarpal NEC	32633	0.0125306129594398	0.0235916951185905	0.234039430679819		0.0932230461522891	0.0546024771571427	0.00945046873607834	0.0877823039576499	0.405078756804572		0.125225978030902	0.0553029232646299	0.0125306129594398	0.0235916951185905	0.276011967802982		0.125582839793039	0.0571110839680101	0.0121694805893334	0.0279160440761656	0.234039430679819		32606/27(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20104#3	Thickness of butter/margarine spread on other bread: thick	4975	0.0311416623408582	0.0280090106101743	0.234113050949193		0.140536832487794	0.0790399364309977	0.0252835632144435	0.0744960968440799	0.371760450382265		0.170505685483859	0.0789185814078681	0.030670116227692	0.0304751531738272	0.314422179687786		0.17884020773977	0.0816161945828935	0.0311416623408582	0.0280090106101743	0.234113050949193		4962/13(4975)	CAT-MUL	LOGISTIC-BINARY	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday
41200#Q123	Operative procedures - main OPCS4: Q12.3 Removal of displaced intrauterine contraceptive device NEC	32633	0.0116911334254779	0.0346832889250022	0.234799572015679		0.183310417300442	0.0865170330203576	0.0116911334254779	0.0346832889250022	0.234799572015679		0.169071123344124	0.0912135067407904	0.0102439960327116	0.0642302951953254	0.438364724644047		0.19111534530993	0.0912947431377187	0.0115698508651362	0.0366066752204744	0.273412132732058		32622/11(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140878304	Treatment/medication code: e45 cream	32633	0.011677987355674	0.0348875101517109	0.2357318131128		0.158685475688841	0.0752499928165213	0.011677987355674	0.0348875101517109	0.2357318131128		0.115619440508109	0.0743484500878648	0.00860845917723101	0.119923630341348	0.56399149519756		0.153228622298709	0.0784245224464061	0.0108235267581038	0.0505497815296633	0.322499416275656		32619/14(32633)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
41272#U081	Operative procedures - OPCS4: U08.1 Computed tomography of abdomen NEC	32633	0.011676071190039	0.0349173629144856	0.235745292554723		0.060944532792103	0.0288954795303906	0.0116757246049843	0.0349227648395118	0.235745292554723		0.0472842012868268	0.0288005985832862	0.00908776795630474	0.10065489009355	0.531315834096653		0.0633365522753629	0.0300276645571579	0.011676071190039	0.0349173629144856	0.26469975223302		32534/99(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
90158	Fraction acceleration <= 2000 milli-gravities	14715	0.0180795157639089	0.0282820034283873	0.236116419670682		-0.0677381613499965	0.0350020950095104	-0.0153412423593318	0.0627345629358872	0.339572080664432		-0.0804056742186468	0.0364819600496678	-0.0178570639219926	0.0302839560815344	0.314422179687786		-0.0846958684929851	0.0375258705901627	-0.0180795157639089	0.0282820034283873	0.236116419670682		14715	CONTINUOUS	ORDERED-LOGISTIC	Physical activity	Additional exposures > Physical activity measurement > Acceleration intensity distribution
41272#W871	Operative procedures - OPCS4: W87.1 Diagnostic endoscopic examination of knee joint and biopsy of lesion of knee joint	32633	0.0128202719029912	0.0205554835299493	0.236493695394008		0.139448178802529	0.0883481332717772	0.00874167440436364	0.114299130664772	0.46560473457006		0.200476588014742	0.0864575850843851	0.0128202719029912	0.0205554835299493	0.257061665372895		0.198523184160463	0.0905220318510827	0.012135156478592	0.0283605588438074	0.236493695394008		32623/10(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20004#1357	Operation code: hysterectomy	32633	0.0131458727377957	0.0175545328626576	0.237155642515136		-0.00653589537100549	0.00654684360517564	-0.00552690776765528	0.318086024531957	0.729641987664243		-0.0156206204593855	0.00657790729449817	-0.0131458727377957	0.0175545328626576	0.237155642515136		-0.0126286445730505	0.00684991628609042	-0.0102062157879858	0.0652192573804403	0.370582012165763		30164/2469(32633)	CAT-MUL	LOGISTIC-BINARY	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
