id	structure	category	a_n	b_n	top_deltaP	top_rhoAbs	top_pvalue	top_fdr	NA	a_gap_gm_rho	a_gap_gm_pval	a_gap_gm_fdr	NA.1	b_gap_gm_rho	b_gap_gm_pval	b_gap_gm_fdr	NA.2	gap_gm_deltaP	NA.3	a_gap_wm_rho	a_gap_wm_pval	a_gap_wm_fdr	NA.4	b_gap_wm_rho	b_gap_wm_pval	b_gap_wm_fdr	NA.5	gap_wm_deltaP	NA.6	a_gap_gwm_rho	a_gap_gwm_pval	a_gap_gwm_fdr	NA.7	b_gap_gwm_rho	b_gap_gwm_pval	b_gap_gwm_fdr	NA.8	gap_gwm_deltaP
LH_GrayVol_parstriangularis	Parstriangularis (left)	cortical volume	15317	16961	0.121158249914636	0.146704288107593	3.3152980959299e-82	1.82341395276144e-81		-0.129756876694975	1.75224084824061e-58	6.88380333237382e-58		-0.146704288107593	3.3152980959299e-82	1.82341395276144e-81		0.121158249914636		-0.0870526545467896	3.76952460328586e-27	1.29577408237951e-26		-0.0952287706098387	1.85178661516643e-35	7.11103300245603e-35		0.459548991982779		-0.117227290816353	5.4347444592144e-48	1.99273963504528e-47		-0.132108943241847	6.99839004949117e-67	3.75523368509282e-66		0.175077622138152
RH_ThickAvg_rostralmiddlefrontal	Rostralmiddlefrontal (right)	cortical thickness	15317	16961	0.00515880455887174	0.154373335651457	2.71176530992561e-82	2.71176530992561e-81		-0.151320368751882	4.15713676595518e-79	3.51757726350054e-78		-0.135341705833004	3.92235705306143e-70	1.56894282122457e-69		0.143338349110298		-0.133383179870391	1.00802601005188e-61	1.05602724862578e-60		-0.102640764627881	6.06226967572642e-41	2.96377628591069e-40		0.00515880455887174		-0.154373335651457	2.71176530992561e-82	2.71176530992561e-81		-0.127991775975091	7.39522183168708e-63	3.38947667285658e-62		0.015741494595888
RH_GrayVol_superiorparietal	Superiorparietal (right)	cortical volume	15317	16961	0.0801687604338068	0.145258440335295	1.29637965140691e-80	6.95618349535415e-80		-0.126113142446244	2.55259187965273e-55	9.68224506075173e-55		-0.145258440335295	1.29637965140691e-80	6.95618349535415e-80		0.0801687604338068		-0.0937201129079246	3.19629072742962e-31	1.25568564291878e-30		-0.102745388575875	5.03784633070946e-41	2.51892316535473e-40		0.413636669070634		-0.11815505576063	9.89878056154613e-49	3.69107071786466e-48		-0.131727588112579	1.67194765919242e-66	8.7578210719603e-66		0.216139914941575
RH_GrayVol_inferiorparietal	Inferiorparietal (right)	cortical volume	15317	16961	0.758827503785929	0.146027976324812	1.40467797362954e-80	7.35783700472616e-80		-0.146027976324812	9.64301116398149e-74	6.62957017523727e-73		-0.14522663173107	1.40467797362954e-80	7.35783700472616e-80		0.941454016928903		-0.0913147762740925	1.01905683987438e-29	3.67528696348137e-29		-0.0947077091525509	4.34124062823521e-35	1.61876769188432e-34		0.758827503785929		-0.125042590296629	2.08381267557525e-54	8.98899585542265e-54		-0.125517771890536	1.67517418799036e-60	6.95355323316753e-60		0.965457560150301
RH_GrayVol_precuneus	Precuneus (right)	cortical volume	15317	16961	0.289754507426603	0.144887913850309	3.29710257456401e-80	1.68688968931182e-79		-0.133314886192009	1.16236085883921e-61	5.01410566558091e-61		-0.144887913850309	3.29710257456401e-80	1.68688968931182e-79		0.289754507426603		-0.0838847007119704	2.54486124530136e-25	8.23337461715146e-25		-0.0908762409024705	1.97619808869918e-32	6.39358205167382e-32		0.527382096686487		-0.114755347995205	4.75105853315513e-46	1.65909980522878e-45		-0.124067695739643	3.8243167755421e-59	1.52972671021684e-58		0.39673956760504
RH_ThickAvg_paracentral	Paracentral (right)	cortical thickness	15317	16961	0.00209178231764784	0.151157248177813	6.12537913538255e-79	5.39033363913664e-78		-0.132895317433733	2.78435884555806e-61	1.15577159626938e-60		-0.124672473896337	1.04216594540814e-59	3.4738864846938e-59		0.453207466353227		-0.146346946550902	4.6393676777732e-74	5.37189941636897e-73		-0.112625672427564	5.45335156688442e-49	3.63556771125628e-48		0.00209178231764784		-0.151157248177813	6.12537913538255e-79	5.39033363913664e-78		-0.127381021954205	2.84928826428646e-62	1.2291047414569e-61		0.0296184209927397
LH_GrayVol_lateraloccipital	Lateraloccipital (left)	cortical volume	15317	16961	0.0448544238991995	0.142493285212695	1.2949644217743e-77	6.4748221088715e-77		-0.120518705304736	1.21466829385684e-50	4.17542226013289e-50		-0.142493285212695	1.2949644217743e-77	6.4748221088715e-77		0.0448544238991995		-0.0811445769574863	8.57993059758391e-24	2.69654961638351e-23		-0.0976734195872839	3.1936793437085e-37	1.2546597421712e-36		0.134989983882101		-0.108693075509737	1.82181923850606e-41	5.9820930219602e-41		-0.128394470810236	3.02793364369091e-63	1.41733064172766e-62		0.0730411233058976
LH_GrayVol_parsopercularis	Parsopercularis (left)	cortical volume	15317	16961	0.0944065310024844	0.141213629570866	3.0210925474792e-76	1.4448703487944e-75		-0.122893884651769	1.33378170141472e-52	4.73277377921352e-52		-0.141213629570866	3.0210925474792e-76	1.4448703487944e-75		0.0944065310024844		-0.0749056326150685	1.67530945818577e-20	4.18827364546442e-20		-0.0875808945128007	3.11918773375839e-30	9.53085140870619e-30		0.252370573397081		-0.105770308975195	2.40080810598437e-39	7.54539690452231e-39		-0.123170631051156	2.59939140432224e-58	1.00327387535244e-57		0.113724770353784
LH_ThickAvg_parsopercularis	Parsopercularis (left)	cortical thickness	15317	16961	0.00301711811127126	0.146220372689725	6.20348991590765e-74	4.70609579827477e-73		-0.140454651148738	2.63258690957523e-68	1.52412926343829e-67		-0.123199055033227	2.44677511899294e-58	7.6898646596921e-58		0.115178183420667		-0.130588532454768	3.22562547690548e-59	3.08538089095307e-58		-0.0979597382194439	1.97164607536141e-37	7.88658430144564e-37		0.00301711811127126		-0.146220372689725	6.20348991590765e-74	4.70609579827477e-73		-0.118745402348876	2.69377347595192e-54	9.25984632358473e-54		0.0121122269286311
LH_GrayVol_fusiform	Fusiform (left)	cortical volume	15317	16961	0.479256299355765	0.145843341892017	1.47168314989006e-73	9.81122099926707e-73		-0.145843341892017	1.47168314989006e-73	9.81122099926707e-73		-0.13811545308638	5.48472499501223e-73	2.46252958959733e-72		0.479256299355765		-0.103148617934686	1.70660957522133e-37	7.82196055309776e-37		-0.100782407955473	1.57313192223572e-39	7.36359623174167e-39		0.830163376209308		-0.133259616063922	1.30433134456838e-61	6.99885111719619e-61		-0.127705267989257	1.39349100428021e-62	6.2564902232989e-62		0.61223437588138
RH_SurfArea_parsorbitalis	Parsorbitalis (right)	cortical surface area	15317	16961	0.0280335148258795	0.137404053062718	2.99872588955708e-72	1.31943939140512e-71		-0.117105904635432	6.78432449143564e-48	2.16311795379107e-47		-0.137404053062718	2.99872588955708e-72	1.31943939140512e-71		0.0641846899361622		-0.0750206325431041	1.46487210981551e-20	3.7042743006829e-20		-0.0991154450715421	2.77375257805096e-38	1.22045113434242e-37		0.0294019098345728		-0.103248322076607	1.45401532053782e-37	4.15432948725092e-37		-0.127410571577532	2.66969095804946e-62	1.17466402154176e-61		0.0280335148258795
LH_SurfArea_middletemporal	Middletemporal (left)	cortical surface area	15317	16961	0.000287815408019698	0.137309284860872	3.75770340443802e-72	1.62097009603209e-71		-0.0974503740641515	1.24534617058178e-33	2.85391830758325e-33		-0.137309284860872	3.75770340443802e-72	1.62097009603209e-71		0.000287815408019698		-0.0637848241662179	2.78364204852506e-15	5.61836009794049e-15		-0.0926933773953053	1.11909610976783e-33	3.90795466903052e-33		0.00906976133487492		-0.0844502738409937	1.21345942239411e-25	2.49496329838041e-25		-0.121488305477893	9.10156257367452e-57	3.39380299357355e-56		0.0007836047352201
RH_ThickAvg_parstriangularis	Parstriangularis (right)	cortical thickness	15317	16961	0.00422679920874836	0.14463038218347	2.33345498137795e-72	1.70775762030296e-71		-0.139958342748868	7.83188173781302e-68	4.30753495579716e-67		-0.126995849803971	6.64789242706393e-62	2.32148624437153e-61		0.23644611621335		-0.126715956227182	7.76267357131522e-56	5.88892477823913e-55		-0.0952212613577246	1.87472688246568e-35	7.11103300245603e-35		0.00422679920874836		-0.14463038218347	2.33345498137795e-72	1.70775762030296e-71		-0.119732209296977	3.5312169184369e-55	1.27355364271495e-54		0.0230053017552314
LH_GrayVol_parsorbitalis	Parsorbitalis (left)	cortical volume	15317	16961	0.436351400814165	0.137271880304628	4.10750205223527e-72	1.73778932979184e-71		-0.132925640460349	2.61425312636246e-61	1.10603016884566e-60		-0.137271880304628	4.10750205223527e-72	1.73778932979184e-71		0.691271417123045		-0.0926131116042322	1.59033907123436e-30	5.83124326119265e-30		-0.084003886267232	6.14045825503424e-28	1.7544166442955e-27		0.436351400814165		-0.121701395312875	1.29925776838744e-51	5.49685978933148e-51		-0.119319589847262	8.27579460352135e-55	2.8899600202773e-54		0.828356688898284
RH_GrayVol_lateralorbitofrontal	Lateralorbitofrontal (right)	cortical volume	15317	16961	0.0175274338630491	0.14025296274683	8.31998410625155e-72	3.45357830825536e-71		-0.14025296274683	4.1020836455692e-68	2.31399590262878e-67		-0.136974880849337	8.31998410625155e-72	3.45357830825536e-71		0.764312359992207		-0.096085515930768	9.72308916883278e-33	4.0359992776287e-32		-0.0697886394277818	9.20394917612474e-20	2.27513350421061e-19		0.0175274338630491		-0.1263578497459	1.57552808590698e-55	7.22117039374032e-55		-0.108900435593837	6.7143448352017e-46	1.91838423862906e-45		0.112277200878183
LH_GrayVol_inferiorparietal	Inferiorparietal (left)	cortical volume	15317	16961	0.0216924830005798	0.135623853138264	2.02267248108095e-70	8.24051751551498e-70		-0.113851674343914	2.37729575411825e-45	7.06763602575696e-45		-0.135623853138264	2.02267248108095e-70	8.24051751551498e-70		0.0472517748722543		-0.0653162328803012	5.95085584936149e-16	1.2235404550089e-15		-0.0907506358896995	2.40496385443899e-32	7.66800069531272e-32		0.0216924830005798		-0.0929196342140938	1.02180714111774e-30	2.4703029785264e-30		-0.116635371084936	1.9598841587303e-52	6.34080169000979e-52		0.0314642402591629
RH_ThickAvg_parsopercularis	Parsopercularis (right)	cortical thickness	15317	16961	0.00172446255435377	0.142625691252822	2.13211239517484e-70	1.4658272716827e-69		-0.136491202076819	1.42326734243235e-64	6.80693076815472e-64		-0.121645590376204	6.54125060140237e-57	1.97133579768291e-56		0.175634446051444		-0.127388292131241	2.04380491312458e-56	1.60584671745503e-55		-0.0928792197167109	8.31651192747537e-34	2.95102036136223e-33		0.00172446255435377		-0.142625691252822	2.13211239517484e-70	1.4658272716827e-69		-0.115396509125458	2.34173862576731e-51	7.25609151646209e-51		0.0129874064723299
RH_ThickAvg_caudalmiddlefrontal	Caudalmiddlefrontal (right)	cortical thickness	15317	16961	0.0319571103796059	0.140380617215186	3.09828811117762e-68	1.94749538416879e-67		-0.133743424725689	4.7487109373947e-62	2.08943281245367e-61		-0.123620329805449	9.96330067779567e-59	3.17670456393485e-58		0.355801160279938		-0.12536068657721	1.11877060142752e-54	8.20431774380181e-54		-0.101759203967499	2.86231890174296e-40	1.36893512692055e-39		0.0319571103796059		-0.140380617215186	3.09828811117762e-68	1.94749538416879e-67		-0.12161553452529	6.96768574033557e-57	2.64291528081694e-56		0.0867538451676571
LH_GrayVol_superiorparietal	Superiorparietal (left)	cortical volume	15317	16961	0.347576264310854	0.130661849923805	1.88039940597587e-65	7.38728338061949e-65		-0.120355942772269	1.64929011320283e-50	5.58221269084035e-50		-0.130661849923805	1.88039940597587e-65	7.38728338061949e-65		0.347576264310854		-0.0778804109246398	4.87142128010718e-22	1.33964085202947e-21		-0.0869508305403327	8.0367234402768e-30	2.4220262422752e-29		0.412651710213968		-0.105321627391589	5.01886749267851e-39	1.55514203998489e-38		-0.115402913202811	2.31206263495896e-51	7.25609151646209e-51		0.359926665909842
LH_ThickAvg_caudalmiddlefrontal	Caudalmiddlefrontal (left)	cortical thickness	15317	16961	0.0471082671896834	0.137247442795924	2.81544554361572e-65	1.67404870160935e-64		-0.134709931414532	6.23816448441064e-63	2.8008085440211e-62		-0.123804535320314	6.71987296563928e-59	2.17407654770683e-58		0.319781974447173		-0.119935570855144	3.62691895217994e-50	2.41794596811996e-49		-0.0980678381795436	1.6428032848663e-37	6.81918344661483e-37		0.0471082671896834		-0.137247442795924	2.81544554361572e-65	1.67404870160935e-64		-0.119406554848236	6.9176710064514e-55	2.45465745390211e-54		0.103680190699154
LH_SurfArea_parsorbitalis	Parsorbitalis (left)	cortical surface area	15317	16961	0.000287389359690859	0.129912867671446	1.01775375816752e-64	3.92817239994481e-64		-0.0969157282033138	2.79522036710161e-33	6.33967505940571e-33		-0.129912867671446	1.01775375816752e-64	3.92817239994481e-64		0.00270971621514504		-0.0605187535968175	6.63236226676663e-14	1.27992956025321e-13		-0.0995929171704813	1.22526171876486e-38	5.50117506384223e-38		0.000418337195758012		-0.0846712563910184	9.07336116436784e-26	1.8831504303405e-25		-0.124648578549583	1.09723276353556e-59	4.47020755514487e-59		0.000287389359690859
RH_GrayVol_parsopercularis	Parsopercularis (right)	cortical volume	15317	16961	0.443434035722918	0.1294917267481	2.61887735142993e-64	9.93367271232042e-64		-0.123542865482948	3.82753530755349e-53	1.38042256993732e-52		-0.1294917267481	2.61887735142993e-64	9.93367271232042e-64		0.587592808877328		-0.0711461405448553	1.20549478063444e-18	2.76259220562059e-18		-0.0786436604625687	1.11528003831588e-24	2.95616395698185e-24		0.498808722443167		-0.103334104443172	1.26666837634662e-37	3.71556057061675e-37		-0.11177881531094	2.80841491616581e-48	8.34934164265511e-48		0.443434035722918
RH_GrayVol_medialorbitofrontal	Medialorbitofrontal (right)	cortical volume	15317	16961	0.00544506479463114	0.136243904947689	2.41293314981173e-64	1.12945807012464e-63		-0.136243904947689	2.41293314981173e-64	1.12945807012464e-63		-0.127708274371915	1.38426813542389e-62	4.9119191902138e-62		0.435820385229779		-0.0786921010324142	1.81188328819763e-22	5.24492530794051e-22		-0.0478343881701912	4.60891761049335e-10	8.1116949944683e-10		0.00544506479463114		-0.114891634072756	3.72254373720881e-46	1.32090261642893e-45		-0.0916043176540546	6.29768283934237e-33	1.39948507540942e-32		0.0347200727520034
LH_GrayVol_postcentral	Postcentral (left)	cortical volume	15317	16961	0.417665967493954	0.127904140221603	8.97802701773597e-63	3.23797695721625e-62		-0.119007032532422	2.04723250454084e-49	6.82410834846947e-49		-0.127904140221603	8.97802701773597e-63	3.23797695721625e-62		0.417665967493954		-0.063575242580207	3.42847189981431e-15	6.85694379962862e-15		-0.0545800106934375	1.14435774879882e-12	2.28871549759764e-12		0.418082273301084		-0.0972050029536206	1.80583274574745e-33	4.67392004781693e-33		-0.094025700409227	1.31476088210136e-34	3.07709993683297e-34		0.773475051379942
RH_GrayVol_supramarginal	Supramarginal (right)	cortical volume	15317	16961	0.0187356895885973	0.126551074764906	1.7625742060943e-61	6.05884883344916e-61		-0.100685698573316	8.49229285466059e-36	2.05308178903882e-35		-0.126551074764906	1.7625742060943e-61	6.05884883344916e-61		0.0187356895885973		-0.057539686167084	1.03794815466429e-12	1.93515757649274e-12		-0.0625359543518277	3.62393677085197e-16	8.3048550998691e-16		0.65284407688756		-0.0839195031145597	2.43183627226422e-25	4.9537405546123e-25		-0.0979449597276044	2.02141548824506e-37	4.88693854301003e-37		0.204558348401931
RH_GrayVol_lateraloccipital	Lateraloccipital (right)	cortical volume	15317	16961	0.101474424047579	0.124988981636297	5.26412842857619e-60	1.78170500659502e-59		-0.106978149534636	3.24648516405521e-40	8.40266748343701e-40		-0.124988981636297	5.26412842857619e-60	1.78170500659502e-59		0.101474424047579		-0.0771167312358415	1.22389051449407e-21	3.32414707640365e-21		-0.0921115292042226	2.8238527157666e-33	9.70699371044769e-33		0.175468265613035		-0.0988460733217819	1.47745013842333e-34	3.8695122672992e-34		-0.116257993949447	4.18443575469357e-52	1.33416792178636e-51		0.114046165462543
LH_ThickAvg_parstriangularis	Parstriangularis (left)	cortical thickness	15317	16961	0.00156354881625931	0.131145422308025	1.03219925336224e-59	5.40675799380221e-59		-0.130961757541199	1.50385691141292e-59	6.12682445390449e-59		-0.11944104532146	6.44270876964891e-55	1.86499464384574e-54		0.293745264641587		-0.111766733030636	9.29072374632847e-44	4.86656958141015e-43		-0.0768282966048535	1.26683268456672e-23	3.27886106593739e-23		0.00156354881625931		-0.131145422308025	1.03219925336224e-59	5.40675799380221e-59		-0.105268831541796	5.47283069932623e-43	1.46832043152655e-42		0.018557333921952
LH_ThickAvg_fusiform	Fusiform (left)	cortical thickness	15317	16961	0.00011142890808169	0.130755346589346	2.29408988390695e-59	9.1763595356278e-59		-0.130755346589346	2.29408988390695e-59	9.1763595356278e-59		-0.113919498018303	4.35144133964007e-50	1.13966320800097e-49		0.125213611292615		-0.0956876621994289	1.76030847369253e-32	7.17162711504364e-32		-0.0528548599094617	5.70561984469736e-12	1.10108453143282e-11		0.00011142890808169		-0.121150568043764	3.68997535942684e-51	1.50332329458131e-50		-0.0882727623976614	1.09462116158184e-30	2.33802578201946e-30		0.00286093815919153
LH_GrayVol_paracentral	Paracentral (left)	cortical volume	15317	16961	0.240456748680897	0.124205389106698	2.84610801295871e-59	9.34542929628233e-59		-0.111301461066491	2.08560818645645e-43	6.03728685553183e-43		-0.124205389106698	2.84610801295871e-59	9.34542929628233e-59		0.240456748680897		-0.0759311567495498	5.02476915296214e-21	1.30052848664902e-20		-0.0693335509465369	1.58844000958478e-19	3.8828533567628e-19		0.551855487134511		-0.0999825714294357	2.54609831905816e-35	6.91532876781229e-35		-0.101800247906455	2.66357076852984e-40	7.06006709730801e-40		0.869154687467909
RH_ThickAvg_postcentral	Postcentral (right)	cortical thickness	15317	16961	0.259477143323486	0.123209246143372	2.39425822606263e-58	9.40601445953176e-58		-0.110518863470068	8.06450098504589e-43	2.27460284193602e-42		-0.122917787144349	4.44989475812375e-58	1.37884062927778e-57		0.259477143323486		-0.111930848802433	6.97945703365065e-44	3.83870136850786e-43		-0.104975641542194	9.30852424065964e-43	5.1196883323628e-42		0.527812707351595		-0.12133324020478	2.61166770808579e-51	1.08408848260165e-50		-0.123209246143372	2.39425822606263e-58	9.40601445953176e-58		0.864347931112759
RH_GrayVol_postcentral	Postcentral (right)	cortical volume	15317	16961	0.00515228509877352	0.122133721539153	2.3401394153606e-57	7.15042599137961e-57		-0.0913076747542665	1.02938892447294e-29	2.13646757909478e-29		-0.122133721539153	2.3401394153606e-57	7.15042599137961e-57		0.00515228509877352		-0.0497088340910541	7.53830048101721e-10	1.21053000425094e-09		-0.056080134333092	2.71755964447791e-13	5.58750581107608e-13		0.566546044234405		-0.0761869788666971	3.71158482418913e-21	6.69302181411155e-21		-0.0918917041364145	3.99989652333742e-33	8.97935954218604e-33		0.155942812334227
RH_GrayVol_paracentral	Paracentral (right)	cortical volume	15317	16961	0.219846489099759	0.12075550810461	4.21676608249765e-56	1.25363315966146e-55		-0.108632212125457	2.01950688083708e-41	5.3529098046284e-41		-0.12075550810461	4.21676608249765e-56	1.25363315966146e-55		0.27044578362733		-0.0661701024580678	2.47871010365978e-16	5.19348783623954e-16		-0.0797744496198159	2.38579996560355e-25	6.40092673698513e-25		0.219846489099759		-0.0930734423777494	8.17948425489133e-31	1.99942948452899e-30		-0.106582295312009	4.97557436332556e-44	1.38560298725522e-43		0.22093903492359
RH_ThickAvg_fusiform	Fusiform (right)	cortical thickness	15317	16961	0.00411685897206437	0.119839002948332	2.83125358625908e-55	8.3050105196933e-55		-0.117043886907999	7.59770284601981e-48	2.38784946589194e-47		-0.119839002948332	2.83125358625908e-55	8.3050105196933e-55		0.799260151453149		-0.0902182579665012	4.79317429610105e-29	1.70080378248747e-28		-0.0584144599581479	2.6907203613163e-14	5.74716970378239e-14		0.00411685897206437		-0.111387351146016	1.79686541863734e-43	6.0816983400033e-43		-0.0943185796014818	8.17741895351096e-35	1.93444319330367e-34		0.121725402623109
LH_ThickAvg_parsorbitalis	Parsorbitalis (left)	cortical thickness	15317	16961	2.33768635560239e-08	0.125780746668619	4.90865242751224e-55	2.15980706810539e-54		-0.116566443700586	1.81289621437066e-47	5.61742488959923e-47		-0.0749673607117818	1.44260776165502e-22	2.3509163523267e-22		0.0001653713007852		-0.114705197164689	5.19692081095658e-46	2.93159635489858e-45		-0.0529040677523821	5.45382546486434e-12	1.0618067276727e-11		2.33768635560239e-08		-0.125780746668619	4.90865242751224e-55	2.15980706810539e-54		-0.068740345185982	3.21809197785445e-19	5.85107632337173e-19		2.37668130509405e-07
LH_SurfArea_fusiform	Fusiform (left)	cortical surface area	15317	16961	0.010637820455216	0.118704145016105	2.93151741180893e-54	9.92205893227638e-54		-0.110938975277686	3.90664094330338e-43	1.11618312665811e-42		-0.109445835926722	2.40518911090189e-46	5.8793511599824e-46		0.892146126495722		-0.0827418752746095	1.11946953201444e-24	3.56932314555329e-24		-0.110948009914288	1.38504246918718e-47	8.46414842281054e-47		0.010637820455216		-0.103404370968618	1.13124044301294e-37	3.36314726301144e-37		-0.118704145016105	2.93151741180893e-54	9.92205893227638e-54		0.164638328832601
LH_SurfArea_inferiortemporal	Inferiortemporal (left)	cortical surface area	15317	16961	0.0474097974778125	0.118528823131618	4.19794066439925e-54	1.19941161839979e-53		-0.109690355852243	3.34039261505233e-42	8.96202896721357e-42		-0.118528823131618	4.19794066439925e-54	1.19941161839979e-53		0.42178747302922		-0.0779827769338979	4.30258717364936e-22	1.19818883316818e-21		-0.0999084718013876	7.1248710901549e-39	3.265565916321e-38		0.0474097974778125		-0.0990011102987692	1.1637454171052e-34	3.08462640678487e-34		-0.116962730509294	1.01298349706864e-52	3.32621446798658e-52		0.103035952094487
LH_SurfArea_parahippocampal	Parahippocampal (left)	cortical surface area	15317	16961	4.49419952388563e-05	0.11764762039006	2.53093072559366e-53	8.43643575197887e-53		-0.0816521820903633	4.51094013663355e-24	7.87624468301096e-24		-0.102835799945206	4.29248216442572e-41	9.53884925427938e-41		0.0552800758070897		-0.0687822024396443	1.58699728501892e-17	3.52666063337538e-17		-0.113882390102161	4.68061787978009e-50	3.21792479234881e-49		4.49419952388563e-05		-0.0804192927704776	2.13517940937136e-23	4.12052166720789e-23		-0.11764762039006	2.53093072559366e-53	8.43643575197887e-53		0.000743351282038507
RH_SurfArea_lateralorbitofrontal	Lateralorbitofrontal (right)	cortical surface area	15317	16961	0.0909008755469751	0.116405303515923	3.11302177632211e-52	8.78031783065211e-52		-0.0994758195274677	5.59060648895597e-35	1.32250906190356e-34		-0.116405303515923	3.11302177632211e-52	8.78031783065211e-52		0.124389277761984		-0.0675118353464237	6.12018589299161e-17	1.33310979847342e-16		-0.086001742218783	3.30093470985527e-29	9.68274181557546e-29		0.0952117802100898		-0.0897326920076398	9.45783958255476e-29	2.19023653490742e-28		-0.108394018611382	1.73367306334945e-45	4.88984710175486e-45		0.0909008755469751
RH_SurfArea_middletemporal	Middletemporal (right)	cortical surface area	15317	16961	0.0997819043482355	0.116136967532442	5.3339456837367e-52	1.48540259547098e-51		-0.101787968216773	1.49520992637125e-36	3.65495759779639e-36		-0.116136967532442	5.3339456837367e-52	1.48540259547098e-51		0.19268646716195		-0.0552321481863225	7.96473933375528e-12	1.41309891405336e-11		-0.07350357363911	9.37723553888812e-22	2.34430888472203e-21		0.0997819043482355		-0.0822556155546648	2.08970509732929e-24	4.17941019465858e-24		-0.0994519148169105	1.56025396349423e-38	3.94546979274403e-38		0.119831682620912
LH_GrayVol_supramarginal	Supramarginal (left)	cortical volume	15317	16961	0.178733949932213	0.121699493039082	1.30396068787623e-51	4.55351351321858e-51		-0.121699493039082	1.30396068787623e-51	4.55351351321858e-51		-0.113598729012756	8.1667500676177e-50	2.08916862194871e-49		0.461191563635153		-0.0725252446161436	2.57570024843798e-19	5.96477952269848e-19		-0.0575992132299133	6.09743806305199e-14	1.26550601308626e-13		0.178733949932213		-0.102567752775683	4.32577775797023e-37	1.22009116250442e-36		-0.0893144945614977	2.22718039884718e-31	4.85128403709287e-31		0.230157769957311
LH_SurfArea_transversetemporal	Transversetemporal (left)	cortical surface area	15317	16961	0.0133186985478437	0.115103016875794	4.19798772159992e-51	1.15444662343998e-50		-0.0877970046740115	1.36972146428262e-27	2.64332212405418e-27		-0.115103016875794	4.19798772159992e-51	1.15444662343998e-50		0.0133186985478437		-0.0456731418708535	1.56610458089858e-08	2.39265977637283e-08		-0.0676602392360964	1.14612975095444e-18	2.77086313417557e-18		0.0478388945734196		-0.072783824427038	1.92223817555627e-19	3.30384686423734e-19		-0.0998316912108282	8.13085455616894e-39	2.07998604925252e-38		0.0144970859008613
RH_GrayVol_bankssts	Bankssts (right)	cortical volume	15317	16961	0.368465667821527	0.114893303875722	6.36469068464973e-51	1.72868142052215e-50		-0.107691017824967	9.85999058389771e-41	2.58237848625892e-40		-0.114893303875722	6.36469068464973e-51	1.72868142052215e-50		0.512989504537029		-0.0493284621110362	1.01390593168748e-09	1.61637177515395e-09		-0.0593243932882828	1.06555996739437e-14	2.34423192826761e-14		0.368465667821527		-0.0808428940231889	1.25490026101027e-23	2.44316864975451e-23		-0.0895645112064983	1.51559647080398e-31	3.33431223576876e-31		0.430636539893225
RH_SurfArea_fusiform	Fusiform (right)	cortical surface area	15317	16961	0.000331958534434351	0.114898620129647	6.2979580158896e-51	1.92437606041071e-50		-0.0953860914825577	2.75595341506464e-32	6.12434092236587e-32		-0.104891853406976	1.08313352696147e-42	2.50830922033183e-42		0.389038299374439		-0.0668050352317503	1.2830863888797e-16	2.74057286945179e-16		-0.106507826417532	5.70472761748302e-44	3.3920002049899e-43		0.000331958534434351		-0.08749808322194	2.05892786646997e-27	4.57539525882216e-27		-0.114898620129647	6.2979580158896e-51	1.92437606041071e-50		0.0130071632779538
LH_ThickAvg_lateraloccipital	Lateraloccipital (left)	cortical thickness	15317	16961	0.0209200197283985	0.114828114747884	7.2425355053811e-51	1.94311928193151e-50		-0.0893533490211676	1.60427995466913e-28	3.17965396420909e-28		-0.114828114747884	7.2425355053811e-51	1.94311928193151e-50		0.0209200197283985		-0.0731236485042321	1.30650057080303e-19	3.05776729336879e-19		-0.0884780078372443	8.01056677007884e-31	2.48214744988358e-30		0.165609824695489		-0.0877466247522604	1.46726116408541e-27	3.32780882576072e-27		-0.109879858768463	1.05859288144097e-46	3.06434781469755e-46		0.0449486759724134
RH_GrayVol_inferiortemporal	Inferiortemporal (right)	cortical volume	15317	16961	0.399373975864368	0.1146080491999	1.11964064554047e-50	2.96772219299884e-50		-0.1053272020349	4.97319227502266e-39	1.24329806875567e-38		-0.1146080491999	1.11964064554047e-50	2.96772219299884e-50		0.399373975864368		-0.0858911565919755	1.79830693779292e-26	6.0865773279145e-26		-0.0815999930290558	1.88934185884269e-26	5.13154578944928e-26		0.698267633421071		-0.103575574841674	8.58543906933616e-38	2.58739259623829e-37		-0.10606741533568	1.27826094484816e-43	3.51521759833244e-43		0.821189693425901
LH_ThickAvg_postcentral	Postcentral (left)	cortical thickness	15317	16961	0.132617770857597	0.120694069812514	8.7322891662169e-51	3.43054217244235e-50		-0.112048540060613	5.683566738332e-44	1.66717957657739e-43		-0.112948040435109	2.91254474104511e-49	7.36505566701062e-49		0.934865907080478		-0.110076090916572	1.72591442333989e-42	8.62957211669945e-42		-0.0934857484030608	3.14314157280446e-34	1.13359204265079e-33		0.132617770857597		-0.120694069812514	8.7322891662169e-51	3.43054217244235e-50		-0.111272136523937	7.44257640500051e-48	2.18315574546682e-47		0.391594124328678
